Time [s]	Sensor 1: BME280 @I2C [°C]	Sensor 2: DS18B20 @GPIO [°C]	Sensor 3: DS18B20 @GPIO [°C]	Sensor 4: DS18B20 @GPIO [°C]	Sensor 5: OPUS20 @LAN [°C]
1132.46	24.572407714673318	52.875	24.6875	24.625	25.003223419189453
1136.35	24.59293026106898	52.875	24.6875	24.625	25.003223419189453
1140.14	24.59293026106898	52.9375	24.6875	24.625	25.003223419189453
1144.06	24.623714089393616	53.0	24.6875	24.625	25.003223419189453
1147.97	24.628844728466355	53.0	24.6875	24.625	25.003223419189453
1151.74	24.618583450611915	53.0	24.6875	24.625	25.003223419189453
1155.51	24.623714089393616	53.0625	24.6875	24.625	25.003223419189453
1159.43	24.63910600748495	53.0625	24.6875	24.6875	25.003223419189453
1163.29	24.61345281212125	53.125	24.6875	24.6875	25.003223419189453
1167.16	24.608322173921625	53.125	24.6875	24.6875	25.003223419189453
1170.95	24.61345281212125	53.1875	24.75	24.6875	25.003223419189453
1174.89	24.598060898395488	53.1875	24.75	24.6875	25.003223419189453
1178.72	24.582668987289072	53.1875	24.75	24.6875	25.003223419189453
1182.56	24.572407714673318	53.1875	24.75	24.6875	25.003223419189453
1186.37	24.54162390381098	53.1875	24.75	24.6875	25.003223419189453
1190.15	24.52110136905685	53.25	24.75	24.6875	25.003223419189453
1194.05	24.510840103426016	53.1875	24.75	24.6875	25.003223419189453
1197.92	24.500578838959335	53.25	24.6875	24.6875	25.003223419189453
1201.74	24.510840103426016	53.25	24.75	24.6875	25.003223419189453
1205.59	24.510840103426016	53.3125	24.6875	24.625	25.003223419189453
1209.51	24.505709471047158	53.3125	24.6875	24.6875	25.003223419189453
1213.37	24.52110136905685	53.3125	24.6875	24.6875	25.003223419189453
1217.18	24.53136263585184	53.3125	24.6875	24.6875	24.999542236328125
1220.96	24.526232002308824	53.3125	24.6875	24.625	24.999542236328125
1224.8	24.536493269685888	53.375	24.6875	24.6875	24.999542236328125
1228.74	24.557015807932476	53.375	24.6875	24.625	24.999542236328125
1232.55	24.55188517293427	53.375	24.6875	24.625	24.999542236328125
1236.4	24.557015807932476	53.4375	24.6875	24.625	24.999542236328125
1240.31	24.557015807932476	53.4375	24.6875	24.625	24.999542236328125
1244.18	24.562146443221717	53.4375	24.6875	24.625	24.999542236328125
1247.99	24.572407714673318	53.5	24.6875	24.625	24.999542236328125
1252.02	24.623714089393616	53.5	24.6875	24.625	24.999542236328125
1255.83	24.64423664743081	53.5625	24.6875	24.625	24.999542236328125
1259.74	24.6493672876677	53.5625	24.6875	24.625	24.999542236328125
1263.6	24.64423664743081	53.5625	24.6875	24.625	24.999542236328125
1267.44	24.608322173921625	53.5625	24.6875	24.625	24.999542236328125
1271.29	24.587799624033504	53.5625	24.6875	24.625	24.999542236328125
1275.09	24.598060898395488	53.625	24.6875	24.625	24.999542236328125
1278.96	24.61345281212125	53.625	24.6875	24.625	24.999542236328125
1282.81	24.64423664743081	53.625	24.75	24.6875	24.999542236328125
1286.64	24.65449792819563	53.6875	24.75	24.6875	24.999542236328125
1290.62	24.66988985152566	53.625	24.75	24.6875	24.999542236328125
1294.49	24.675020493217744	53.6875	24.75	24.6875	24.999542236328125
1298.33	24.6493672876677	53.75	24.75	24.6875	24.999542236328125
1302.31	24.64423664743081	53.75	24.75	24.6875	24.999542236328125
1306.18	24.633975367830136	53.75	24.75	24.6875	24.999542236328125
1310.01	24.64423664743081	53.75	24.75	24.6875	24.999542236328125
1313.83	24.705804349482058	53.8125	24.75	24.6875	24.999542236328125
1317.76	24.716065637231804	53.6875	24.75	24.6875	24.999542236328125
1321.65	24.741718861699336	53.6875	24.75	24.6875	24.999542236328125
1325.44	24.78276403598138	53.625	24.75	24.6875	24.999542236328125
1329.29	24.79815598113928	53.4375	24.75	24.6875	24.999542236328125
1333.13	24.81867857875768	53.0625	24.75	24.6875	24.999542236328125
1336.97	24.839201181032696	52.8125	24.8125	24.75	24.999542236328125
1340.81	24.844331832329043	52.6875	24.75	24.75	24.999542236328125
1344.65	24.82893987931311	52.5625	24.8125	24.75	24.999542236328125
1348.51	24.813547928916524	52.5625	24.8125	24.75	24.999542236328125
1352.31	24.82893987931311	52.5625	24.8125	24.75	24.999542236328125
1356.17	24.808417279366402	52.5625	24.8125	24.75	24.999542236328125
1360.03	24.79815598113928	52.5625	24.8125	24.75	24.999542236328125
1363.84	24.803286630107323	52.625	24.8125	24.75	24.999542236328125
1367.69	24.81867857875768	52.625	24.875	24.75	24.999542236328125
1371.53	24.82893987931311	52.6875	24.875	24.75	24.999542236328125
1375.38	24.844331832329043	52.6875	24.875	24.8125	24.999542236328125
1379.21	24.834070530027383	52.75	24.875	24.8125	24.999542236328125
1383.05	24.808417279366402	52.75	24.875	24.8125	24.999542236328125
1386.92	24.79815598113928	52.75	24.875	24.8125	24.999542236328125
1390.72	24.78789468407631	52.75	24.875	24.8125	24.999542236328125
1394.58	24.808417279366402	52.75	24.875	24.8125	24.999542236328125
1398.41	24.803286630107323	52.75	24.9375	24.8125	25.014596939086914
1402.25	24.79815598113928	52.6875	24.875	24.8125	25.014596939086914
1406.06	24.78276403598138	52.625	24.875	24.8125	25.014596939086914
1409.93	24.78789468407631	52.625	24.9375	24.8125	25.014596939086914
1413.75	24.78789468407631	52.5625	24.9375	24.8125	25.014596939086914
1417.6	24.772502740664642	52.5625	24.9375	24.8125	25.014596939086914
1421.43	24.78789468407631	52.625	24.9375	24.875	25.014596939086914
1425.27	24.772502740664642	52.5625	24.9375	24.8125	25.014596939086914
1429.13	24.793025332462275	52.5625	24.9375	24.875	25.014596939086914
1432.96	24.79815598113928	52.5625	24.9375	24.875	25.014596939086914
1436.82	24.803286630107323	52.625	24.9375	24.875	25.014596939086914
1440.64	24.78789468407631	52.625	24.9375	24.875	25.014596939086914
1444.49	24.77763338817749	52.625	25.0	24.875	25.014596939086914
1448.32	24.79815598113928	52.6875	24.9375	24.875	25.014596939086914
1452.16	24.78276403598138	52.6875	24.9375	24.875	25.014596939086914
1456.01	24.77763338817749	52.6875	24.9375	24.875	25.025972366333008
1459.84	24.767372093442827	52.75	24.9375	24.875	25.025972366333008
1463.69	24.74684950746596	52.75	24.9375	24.875	25.025972366333008
1467.53	24.75198015352362	52.8125	24.9375	24.875	25.025972366333008
1471.37	24.757110799872315	52.875	24.9375	24.875	25.025972366333008
1475.21	24.762241446512053	52.875	24.9375	24.875	25.025972366333008
1479.05	24.77763338817749	52.9375	24.9375	24.875	25.025972366333008
1482.89	24.767372093442827	53.0	24.9375	24.875	25.025972366333008
1486.74	24.757110799872315	53.0	24.9375	24.875	25.025972366333008
1490.58	24.762241446512053	53.0	24.9375	24.875	25.025972366333008
1494.38	24.767372093442827	53.0625	24.9375	24.875	25.025972366333008
1498.25	24.767372093442827	53.0625	24.9375	24.875	25.025972366333008
1502.05	24.757110799872315	53.125	24.9375	24.875	25.025972366333008
1505.86	24.74684950746596	53.125	24.9375	24.875	25.025972366333008
1509.68	24.74684950746596	53.1875	25.0	24.875	25.025972366333008
1513.53	24.757110799872315	53.25	24.9375	24.875	25.025972366333008
1517.36	24.74684950746596	53.25	25.0	24.875	25.082509994506836
