Time [s]	Sensor 1: Pt100-4wire @Keysight [°C]	Sensor 2: BME280 @I2C [°C]	Sensor 3: DS18B20 @GPIO [°C]	Sensor 4: DS18B20 @GPIO [°C]	Sensor 5: DS18B20 @GPIO [°C]	Sensor 6: OPUS20 @LAN [°C]
1283.27	23.9342194	24.28509255407844	23.375	23.6875	23.5	23.998308181762695
1287.71	23.909928	24.141435316042042	23.375	23.6875	23.5	23.998308181762695
1292.18	23.8565505	24.049084354937076	23.4375	23.625	23.5	23.998308181762695
1296.57	23.8393248	24.043953748751665	23.375	23.625	23.4375	23.998308181762695
1300.97	23.8329157	24.07473739022971	23.375	23.625	23.4375	23.998308181762695
1305.33	23.8451115	24.13117409348488	23.3125	23.625	23.4375	23.998308181762695
1309.7	23.8665908	24.172218990698457	23.3125	23.625	23.4375	23.998308181762695
1314.07	23.8864668	24.223525138408878	23.3125	23.625	23.4375	23.998308181762695
1318.47	23.907344	24.25943945912295	23.3125	23.625	23.4375	23.998308181762695
1322.86	23.9231457	24.29022317394265	23.3125	23.625	23.4375	23.998308181762695
1327.31	23.9385518	24.305615035281516	23.375	23.625	23.4375	23.998308181762695
1331.72	23.9528698	24.315876277629286	23.375	23.625	23.4375	23.998308181762695
1336.12	23.9683431	24.315876277629286	23.375	23.625	23.5	23.998308181762695
1340.48	23.9810094	24.315876277629286	23.375	23.625	23.5	23.998308181762695
1344.86	23.9936636	24.315876277629286	23.4375	23.6875	23.5	23.998308181762695
1349.38	23.9933802	24.315876277629286	23.4375	23.6875	23.5	23.998308181762695
1353.78	24.0063232	24.315876277629286	23.375	23.6875	23.5	23.998308181762695
1358.25	24.0338704	24.351790635014186	23.4375	23.6875	23.5	23.998308181762695
1362.67	24.0559138	24.37744375616312	23.4375	23.6875	23.5625	23.998308181762695
1367.13	24.0721536	24.36718250683043	23.4375	23.6875	23.5625	23.998308181762695
1371.53	24.0875349	24.36718250683043	23.4375	23.75	23.5625	23.998308181762695
1375.94	24.0991838	24.408227511146105	23.4375	23.75	23.5625	23.998308181762695
1380.29	24.1124403	24.387705006659964	23.4375	23.75	23.5625	23.998308181762695
1384.61	24.1221356	24.37744375616312	23.4375	23.75	23.5625	23.998308181762695
1388.93	24.1297024	24.397966258320956	23.5	23.75	23.5625	23.998308181762695
1393.27	24.1407341	24.397966258320956	23.5	23.75	23.5625	23.998308181762695
1397.7	24.1480863	24.397966258320956	23.5	23.75	23.625	23.998308181762695
1402.09	24.1484316	24.387705006659964	23.5	23.75	23.625	23.998308181762695
1406.49	24.1473841	24.26457007753197	23.5	23.75	23.5625	23.998308181762695
1410.9	24.1036545	24.141435316042042	23.5	23.75	23.5625	23.998308181762695
1415.31	24.0830104	24.100390432798303	23.5	23.75	23.625	23.998308181762695
1419.75	24.0309339	23.92594988681376	23.5	23.75	23.5625	23.998308181762695
1424.17	23.9968637	23.96186408936628	23.4375	23.75	23.5625	23.998308181762695
1428.53	24.0060421	24.0234313269204	23.4375	23.75	23.5625	23.998308181762695
1432.9	24.0275169	24.09012921489775	23.5	23.75	23.5625	23.998308181762695
1437.37	24.0458705	24.167088377528124	23.5625	23.75	23.5625	23.994638442993164
1441.86	24.0586006	24.19787206091569	23.4375	23.75	23.5625	23.994638442993164
1446.23	24.0720348	24.223525138408878	23.5	23.75	23.5625	23.994638442993164
1450.65	24.0837438	24.244047605642116	23.5	23.75	23.625	23.994638442993164
1455.05	24.0952635	24.25943945912295	23.5	23.75	23.625	23.994638442993164
1459.46	24.1057564	24.28509255407844	23.5625	23.75	23.625	23.994638442993164
1463.82	24.1168261	24.32613752114121	23.5	23.8125	23.625	23.994638442993164
