Time [s]	Sensor 1: Pt100-4wire @Keysight [°C]	Sensor 2: DS18B20 @GPIO [°C]	Sensor 3: DS18B20 @GPIO [°C]
5419.25	-4.44155594	-5.0625	-5.5
5422.39	-4.58112254	-5.25	-5.625
5425.59	-4.72112555	-5.4375	-5.75
5428.69	-4.85558932	-5.5625	-5.9375
5431.83	-4.99085164	-5.75	-6.0
5434.93	-5.12376857	-5.875	-6.1875
5438.15	-5.25748974	-6.0625	-6.3125
5441.26	-5.3862628	-6.25	-6.375
5444.39	-5.51415791	-6.375	-6.5
5447.51	-5.64089062	-6.5	-6.625
5450.61	-5.76582749	-6.625	-6.75
5453.75	-5.88962923	-6.8125	-6.875
5456.87	-6.0132727	-6.9375	-6.9375
5460.05	-6.13467881	-7.0625	-7.0625
5463.19	-6.25485418	-7.1875	-7.1875
5466.31	-6.37183386	-7.3125	-7.1875
5469.43	-6.48842786	-7.4375	-7.375
5472.54	-6.60376363	-7.5625	-7.5
5475.76	-6.71840575	-7.6875	-7.5625
5478.87	-6.82941215	-7.8125	-7.6875
5482.01	-6.93967795	-7.9375	-7.75
5485.19	-7.04946648	-8.0625	-7.8125
5488.29	-7.1557364	-8.1875	-7.9375
5491.44	-7.2620327	-8.3125	-8.0
5494.54	-7.36465932	-8.375	-8.0625
5497.66	-7.46720908	-8.5	-8.1875
5500.79	-7.56830896	-8.625	-8.25
5503.9	-7.66762459	-8.6875	-8.3125
5507.03	-7.7660345	-8.8125	-8.375
5510.16	-7.86297471	-8.875	-8.4375
5513.38	-7.96137339	-9.0	-8.5625
5516.55	-8.05779588	-9.0625	-8.625
5519.76	-8.15142902	-9.1875	-8.6875
5522.85	-8.2421251	-9.25	-8.75
5525.98	-8.33245069	-9.375	-8.8125
5529.12	-8.42280053	-9.4375	-8.875
5532.26	-8.50972994	-9.5	-8.9375
5535.42	-8.59745072	-9.625	-9.0
5538.62	-8.6827931	-9.6875	-9.0625
5541.74	-8.76632359	-9.75	-9.125
5544.86	-8.84775535	-9.875	-9.1875
5548.02	-8.92867756	-9.9375	-9.25
5551.2	-9.00879388	-10.0	-9.3125
5554.38	-9.08770184	-10.125	-9.375
5557.48	-9.163299	-10.1875	-9.4375
5560.65	-9.23952861	-10.25	-9.4375
5563.81	-9.31406311	-10.3125	-9.5
5566.94	-9.38638888	-10.375	-9.5625
5570.06	-9.45775497	-10.4375	-9.625
5573.2	-9.52799968	-10.5	-9.625
5576.32	-9.59716441	-10.5625	-9.6875
5579.42	-9.66471731	-10.625	-9.75
5582.67	-9.73506975	-10.6875	-9.75
5585.84	-9.800524	-10.75	-9.8125
5588.94	-9.86412821	-10.8125	-9.875
5592.08	-9.92875526	-10.875	-9.875
5595.18	-9.9906434	-10.9375	-9.9375
5598.32	-10.05172	-11.0	-10.0
5601.5	-10.1137475	-11.0625	-10.0
5604.62	-10.1729056	-11.125	-10.0625
5607.77	-10.2308552	-11.125	-10.0625
5610.96	-10.2906331	-11.1875	-10.125
5614.16	-10.3472364	-11.25	-10.1875
5617.34	-10.4040762	-11.3125	-10.1875
5620.48	-10.458107	-11.375	-10.25
5623.59	-10.5115878	-11.375	-10.25
5626.69	-10.5633815	-11.4375	-10.3125
5629.84	-10.6162987	-11.5	-10.3125
5633.03	-10.6673649	-11.5625	-10.375
5636.16	-10.7179139	-11.5625	-10.375
5639.28	-10.7608366	-11.625	-10.375
5642.39	-10.8100347	-11.6875	-10.4375
5645.52	-10.8582399	-11.75	-10.4375
5648.67	-10.9055306	-11.75	-10.5
5651.84	-10.9518995	-11.8125	-10.5
5654.94	-10.996632	-11.875	-10.5625
5658.06	-11.040932	-11.875	-10.5625
5661.18	-11.0839039	-11.9375	-10.5625
5664.33	-11.1266161	-11.9375	-10.625
5667.58	-11.1706615	-12.0	-10.625
5670.72	-11.211317	-12.0625	-10.6875
5673.79	-11.251826	-12.0625	-10.6875
5676.96	-11.2909448	-12.125	-10.6875
5680.06	-11.3297876	-12.125	-10.75
5683.18	-11.36744	-12.1875	-10.75
5686.3	-11.4043197	-12.1875	-10.75
5689.43	-11.441593	-12.25	-10.75
5692.56	-11.4780941	-12.25	-10.8125
5695.74	-11.5144255	-12.3125	-10.8125
5698.86	-11.5488026	-12.3125	-10.8125
5701.98	-11.5833204	-12.375	-10.875
5705.12	-11.61702	-12.4375	-10.875
5708.26	-11.6499746	-12.4375	-10.875
5711.43	-11.6831609	-12.4375	-10.875
5714.51	-11.715303	-12.5	-10.9375
5717.75	-11.746749	-12.5	-10.9375
5720.88	-11.7778452	-12.5625	-10.9375
5724.09	-11.8086094	-12.5625	-11.0
5727.28	-11.8387091	-12.625	-11.0
5730.4	-11.8677099	-12.625	-11.0
5733.52	-11.8965224	-12.6875	-11.0
5736.73	-11.924802	-12.6875	-11.0
5739.91	-11.9531648	-12.6875	-11.0
5743.1	-11.9803685	-12.75	-11.0625
5746.22	-12.0064826	-12.75	-11.0625
5749.36	-12.0329319	-12.75	-11.0625
5752.46	-12.0576278	-12.8125	-11.0625
5755.58	-12.0825922	-12.8125	-11.0625
5758.7	-12.1074614	-12.875	-11.125
5761.92	-12.1322728	-12.875	-11.125
5765.02	-12.1556023	-12.875	-11.125
5768.15	-12.1790992	-12.9375	-11.125
5771.28	-12.2019779	-12.9375	-11.1875
5774.41	-12.2239089	-12.9375	-11.1875
5777.6	-12.2468783	-12.9375	-11.1875
5780.8	-12.2681699	-13.0	-11.1875
5783.94	-12.289631	-13.0	-11.1875
5787.12	-12.3102646	-13.0	-11.1875
5790.19	-12.3306858	-13.0625	-11.1875
5793.34	-12.3506669	-13.0625	-11.25
5796.46	-12.3698255	-13.0625	-11.25
5799.59	-12.3891928	-13.125	-11.25
5802.72	-12.4080301	-13.125	-11.25
5805.84	-12.4262604	-13.125	-11.25
5808.95	-12.4441544	-13.125	-11.25
5812.08	-12.4620297	-13.125	-11.25
5815.2	-12.4795305	-13.1875	-11.25
5818.4	-12.4966215	-13.1875	-11.25
5821.5	-12.5132919	-13.1875	-11.25
5824.69	-12.5296736	-13.25	-11.3125
5827.84	-12.5457031	-13.25	-11.3125
5830.96	-12.5616942	-13.25	-11.3125
5834.07	-12.5771492	-13.25	-11.3125
5837.2	-12.5919884	-13.25	-11.3125
5840.32	-12.6067475	-13.3125	-11.3125
5843.53	-12.6217249	-13.3125	-11.3125
5846.71	-12.6358614	-13.3125	-11.3125
5849.83	-12.6499633	-13.3125	-11.3125
5852.96	-12.6636069	-13.375	-11.3125
5856.02	-12.6766747	-13.375	-11.3125
5859.18	-12.690137	-13.375	-11.3125
5862.3	-12.7024912	-13.375	-11.375
5865.45	-12.7158129	-13.375	-11.375
5868.62	-12.7278542	-13.4375	-11.3125
5871.77	-12.7393608	-13.375	-11.375
5874.94	-12.6989941	-13.375	-11.3125
5878.07	-12.5912447	-13.375	-11.3125
5881.21	-12.6307197	-13.375	-11.25
5884.39	-12.7079782	-13.375	-11.1875
5887.6	-12.7926314	-13.375	-11.1875
5890.71	-12.8720992	-13.375	-11.1875
5893.84	-12.9489935	-13.375	-11.1875
5896.96	-13.0219048	-13.375	-11.1875
5900.06	-13.0905776	-13.375	-11.1875
5903.17	-13.1551305	-13.3125	-11.1875
5906.31	-13.2175937	-13.3125	-11.1875
5909.52	-13.2765133	-13.3125	-11.1875
5912.63	-13.3298793	-13.3125	-11.1875
5915.75	-13.3798872	-13.3125	-11.1875
5918.87	-13.4278274	-13.3125	-11.1875
5922.08	-13.4719577	-13.3125	-11.1875
5925.29	-13.5143383	-13.3125	-11.1875
5928.47	-13.5538311	-13.3125	-11.1875
5931.64	-13.5896688	-13.3125	-11.1875
5934.75	-13.6235042	-13.3125	-11.1875
5937.93	-13.6555565	-13.3125	-11.1875
5941.13	-13.6856009	-13.3125	-11.1875
5944.3	-13.7137289	-13.3125	-11.1875
5947.43	-13.7392398	-13.3125	-11.1875
5950.56	-13.7636227	-13.375	-11.1875
5953.68	-13.7859039	-13.375	-11.1875
5956.82	-13.8078172	-13.375	-11.1875
5960.0	-13.8281968	-13.375	-11.1875
5963.2	-13.8466096	-13.375	-11.1875
5966.3	-13.8643937	-13.375	-11.1875
5969.44	-13.8808086	-13.375	-11.1875
5972.55	-13.896589	-13.375	-11.25
5975.68	-13.9112006	-13.4375	-11.25
5978.87	-13.9250061	-13.4375	-11.25
5981.99	-13.9385141	-13.4375	-11.25
5985.18	-13.9510475	-13.4375	-11.25
5988.31	-13.9623856	-13.4375	-11.25
5991.43	-13.973468	-13.4375	-11.25
5994.55	-13.9838889	-13.4375	-11.1875
5997.66	-13.9936776	-13.5	-11.25
6000.8	-14.0026738	-13.5	-11.25
6003.91	-14.0113278	-13.5	-11.1875
6007.04	-14.020309	-13.5	-11.25
6010.23	-14.0280191	-13.5	-11.25
6013.36	-14.0353751	-13.5	-11.1875
6016.64	-14.0436178	-13.5	-11.25
6019.74	-14.050253	-13.5625	-11.25
6022.88	-14.0567514	-13.5625	-11.25
6025.98	-14.0628875	-13.5625	-11.25
6029.11	-14.0688615	-13.5625	-11.25
6032.23	-14.0744299	-13.5625	-11.25
6035.34	-14.0797702	-13.5625	-11.25
6038.48	-14.0846343	-13.625	-11.25
6041.59	-14.0894823	-13.625	-11.25
6044.81	-14.0944239	-13.625	-11.25
6047.98	-14.0989683	-13.625	-11.25
6051.11	-14.1033105	-13.625	-11.25
6054.26	-14.1074006	-13.625	-11.25
6057.43	-14.1110456	-13.625	-11.25
6060.54	-14.1150507	-13.625	-11.25
6063.76	-14.1185068	-13.625	-11.25
6066.87	-14.1220478	-13.6875	-11.25
6070.01	-14.1249133	-13.6875	-11.25
6073.2	-14.1285132	-13.6875	-11.25
6076.4	-14.1309005	-13.6875	-11.25
6079.52	-14.1339267	-13.6875	-11.25
6082.73	-14.1366754	-13.6875	-11.25
6085.9	-14.1387583	-13.75	-11.25
6089.13	-14.1413885	-13.75	-11.25
6092.31	-14.143738	-13.75	-11.25
6095.43	-14.1456465	-13.75	-11.25
6098.56	-14.147753	-13.75	-11.1875
6101.68	-14.149583	-13.75	-11.25
6104.88	-14.1515739	-13.75	-11.25
6107.99	-14.1533483	-13.75	-11.1875
6111.12	-14.1549142	-13.75	-11.1875
6114.24	-14.1563178	-13.8125	-11.1875
6117.44	-14.1579777	-13.8125	-11.1875
6120.56	-14.1592196	-13.8125	-11.1875
6123.69	-14.1605596	-13.8125	-11.1875
6126.86	-14.1620983	-13.8125	-11.1875
6129.99	-14.1630331	-13.8125	-11.1875
6133.13	-14.1638822	-13.8125	-11.1875
6136.3	-14.1648364	-13.8125	-11.1875
6139.49	-14.165821	-13.875	-11.1875
6142.62	-14.1666974	-13.8125	-11.1875
6145.74	-14.1670802	-13.875	-11.1875
6148.86	-14.1676354	-13.875	-11.1875
6152.0	-14.1688987	-13.875	-11.1875
6155.12	-14.1690958	-13.875	-11.1875
6158.23	-14.1696989	-13.875	-11.1875
6161.35	-14.1703561	-13.875	-11.1875
6164.46	-14.170586	-13.875	-11.1875
6167.69	-14.1705135	-13.875	-11.1875
6170.87	-14.1704875	-13.875	-11.1875
6174.06	-14.1711744	-13.875	-11.1875
6177.22	-14.1715451	-13.875	-11.1875
6180.48	-14.1715833	-13.875	-11.1875
6183.59	-14.171718	-13.875	-11.1875
6186.72	-14.1715821	-13.875	-11.1875
6189.89	-14.171587	-13.875	-11.1875
6193.04	-14.1712441	-13.9375	-11.1875
6196.25	-14.1713444	-13.9375	-11.1875
6199.44	-14.1710941	-13.875	-11.1875
6202.55	-14.1709658	-13.9375	-11.1875
6205.68	-14.1707971	-13.9375	-11.1875
6208.78	-14.1697007	-13.9375	-11.1875
6211.9	-14.1697504	-13.9375	-11.1875
6215.11	-14.1687282	-13.9375	-11.1875
6218.24	-14.1691685	-13.9375	-11.1875
6221.43	-14.168308	-13.9375	-11.1875
6224.59	-14.1673928	-13.9375	-11.1875
6227.77	-14.1673016	-13.9375	-11.1875
6230.97	-14.1662533	-13.9375	-11.1875
6234.18	-14.1660906	-13.9375	-11.1875
6237.35	-14.1653411	-13.9375	-11.1875
6240.55	-14.1644053	-13.9375	-11.1875
6243.67	-14.1639432	-13.9375	-11.125
6246.79	-14.1632587	-13.9375	-11.1875
6249.94	-14.1622154	-13.9375	-11.125
6253.12	-14.1611316	-13.9375	-11.125
6256.23	-14.1607157	-13.9375	-11.1875
6259.37	-14.1594796	-13.9375	-11.125
6262.55	-14.1577753	-13.9375	-11.125
6265.63	-14.1573233	-13.9375	-11.125
6268.8	-14.1558581	-13.9375	-11.125
6271.92	-14.1553114	-13.9375	-11.125
6275.02	-14.1540564	-13.9375	-11.125
6278.16	-14.1521945	-13.9375	-11.125
6281.29	-14.1511457	-13.9375	-11.125
6284.57	-14.1500088	-13.9375	-11.125
6287.75	-14.1483742	-13.9375	-11.125
6290.83	-14.1472225	-13.9375	-11.125
6294.03	-14.1456636	-13.9375	-11.125
6297.18	-14.1438281	-13.9375	-11.125
6300.33	-14.1424068	-13.9375	-11.125
6303.52	-14.1408676	-13.9375	-11.125
6306.63	-14.1393055	-13.9375	-11.125
6309.84	-14.1376967	-13.9375	-11.125
6312.94	-14.1368429	-13.9375	-11.125
6316.06	-14.1344675	-13.9375	-11.125
6319.2	-14.1327722	-13.9375	-11.125
6322.41	-14.1307094	-13.9375	-11.125
6325.58	-14.1290657	-13.9375	-11.125
6328.78	-14.1277689	-13.9375	-11.125
6331.92	-14.1253052	-13.9375	-11.125
6335.04	-14.1238754	-13.9375	-11.125
6338.16	-14.1219274	-13.9375	-11.125
6341.27	-14.1201289	-13.9375	-11.125
6344.38	-14.1181942	-13.9375	-11.0625
6347.52	-14.1161143	-13.9375	-11.0625
6350.63	-14.1144191	-13.9375	-11.0625
6353.77	-14.1128395	-13.9375	-11.0625
6356.96	-14.1102471	-13.9375	-11.0625
6360.09	-14.1083478	-13.9375	-11.0625
6363.26	-14.1061463	-13.9375	-11.0625
6366.41	-14.1036904	-13.9375	-11.0625
6369.59	-14.1023	-13.9375	-11.0625
6372.72	-14.1001245	-13.9375	-11.0625
6375.92	-14.0978325	-13.9375	-11.0625
6379.04	-14.0959807	-13.9375	-11.0625
6382.12	-14.0936849	-13.9375	-11.0625
6385.29	-14.0912132	-13.9375	-11.0625
6388.48	-14.0890597	-13.9375	-11.0625
6391.6	-14.0871134	-13.9375	-11.0625
6394.8	-14.084555	-13.9375	-11.0625
6397.9	-14.0821868	-13.9375	-11.0625
6401.12	-14.0792971	-13.9375	-11.0625
6404.23	-14.077409	-13.9375	-11.0625
6407.31	-14.0749596	-13.9375	-11.0625
6410.47	-14.0722962	-13.9375	-11.0
6413.62	-14.0703051	-13.9375	-11.0625
6416.79	-14.0679036	-13.875	-11.0625
6419.99	-14.0652582	-13.9375	-11.0
6423.11	-14.0628283	-13.9375	-11.0
6426.25	-14.0607128	-13.9375	-11.0
6429.44	-14.0581817	-13.875	-11.0
6432.51	-14.0557382	-13.9375	-11.0
6435.66	-14.0530924	-13.9375	-11.0
6438.79	-14.0505183	-13.9375	-11.0
6441.91	-14.0481566	-13.9375	-11.0
6445.04	-14.0454351	-13.875	-11.0
6448.15	-14.0428454	-13.875	-11.0
6451.28	-14.0404506	-13.875	-11.0
6454.39	-14.0379026	-13.875	-11.0
6457.57	-14.0352706	-13.875	-11.0
6460.7	-14.0329022	-13.875	-11.0
6463.84	-14.0300365	-13.875	-11.0
6466.94	-14.0277699	-13.875	-11.0
6470.07	-14.0252659	-13.875	-11.0
6473.18	-14.0226449	-13.875	-11.0
6476.31	-14.0199123	-13.875	-11.0
6479.43	-14.0169931	-13.875	-10.9375
6482.65	-14.0140399	-13.875	-10.9375
6485.85	-14.0116086	-13.875	-10.9375
6489.05	-14.0085175	-13.875	-10.9375
6492.21	-14.0059404	-13.875	-10.9375
6495.35	-14.0031208	-13.875	-10.9375
6498.48	-14.0002632	-13.875	-10.9375
6501.58	-13.9976391	-13.875	-10.9375
6504.72	-13.9949948	-13.875	-10.9375
6507.92	-13.9921444	-13.875	-10.9375
6511.12	-13.9887587	-13.875	-10.9375
6514.31	-13.9865525	-13.875	-10.9375
6517.43	-13.9830512	-13.875	-10.9375
6520.56	-13.9802571	-13.875	-10.9375
6523.76	-13.9773539	-13.875	-10.9375
6526.95	-13.9742132	-13.875	-10.9375
6530.07	-13.9721097	-13.875	-10.9375
6533.2	-13.9688305	-13.875	-10.9375
6536.39	-13.9655083	-13.875	-10.9375
6539.52	-13.9629469	-13.875	-10.9375
6542.64	-13.9603077	-13.875	-10.9375
6545.75	-13.9565748	-13.8125	-10.875
6548.86	-13.9537166	-13.8125	-10.875
6552.01	-13.9509973	-13.8125	-10.875
6555.21	-13.9478951	-13.8125	-10.875
6558.38	-13.9449546	-13.8125	-10.875
6561.5	-13.9419058	-13.8125	-10.875
6564.67	-13.938448	-13.8125	-10.875
6567.83	-13.9357615	-13.8125	-10.875
6571.05	-13.9323279	-13.8125	-10.875
6574.19	-13.9294013	-13.8125	-10.875
6577.35	-13.9266027	-13.8125	-10.875
6580.48	-13.9235275	-13.8125	-10.875
6583.65	-13.9204694	-13.8125	-10.875
6586.8	-13.9172385	-13.8125	-10.875
6589.94	-13.9135747	-13.8125	-10.875
6593.12	-13.910891	-13.8125	-10.875
6596.23	-13.9079202	-13.8125	-10.8125
6599.39	-13.9048429	-13.8125	-10.8125
6602.56	-13.9017317	-13.8125	-10.8125
6605.75	-13.898364	-13.8125	-10.8125
6608.89	-13.8956618	-13.8125	-10.8125
6612.08	-13.8922155	-13.8125	-10.8125
6615.27	-13.8889416	-13.8125	-10.8125
6618.39	-13.8857833	-13.75	-10.8125
6621.5	-13.8826431	-13.8125	-10.8125
6624.59	-13.8795882	-13.8125	-10.8125
6627.76	-13.8762303	-13.75	-10.8125
6630.88	-13.8732865	-13.75	-10.8125
6633.98	-13.8700198	-13.75	-10.8125
6637.1	-13.867078	-13.75	-10.8125
6640.22	-13.8636161	-13.75	-10.8125
6643.36	-13.8605918	-13.75	-10.8125
6646.56	-13.857324	-13.75	-10.8125
6649.77	-13.8537079	-13.75	-10.75
6652.94	-13.8505082	-13.75	-10.75
6656.07	-13.8473546	-13.75	-10.75
6659.21	-13.844292	-13.75	-10.75
6662.38	-13.840551	-13.75	-10.75
6665.52	-13.8372285	-13.75	-10.75
6668.62	-13.8342693	-13.75	-10.75
6671.76	-13.8312638	-13.75	-10.75
6674.87	-13.8276168	-13.75	-10.75
6678.01	-13.8244923	-13.75	-10.75
6681.19	-13.8212659	-13.75	-10.75
6684.33	-13.8175229	-13.75	-10.75
6687.51	-13.814507	-13.75	-10.75
6690.64	-13.810808	-13.75	-10.75
6693.74	-13.807788	-13.75	-10.75
6696.97	-13.8042818	-13.75	-10.75
6700.17	-13.8012551	-13.75	-10.75
6703.36	-13.7979395	-13.75	-10.75
6706.47	-13.7945785	-13.6875	-10.6875
6709.7	-13.7911423	-13.6875	-10.6875
6712.96	-13.7871286	-13.6875	-10.6875
6716.08	-13.7839568	-13.6875	-10.6875
6719.18	-13.7806672	-13.6875	-10.6875
6722.29	-13.7777204	-13.6875	-10.6875
6725.53	-13.7739238	-13.6875	-10.6875
6728.74	-13.7707375	-13.6875	-10.6875
6731.92	-13.7670872	-13.6875	-10.6875
6735.11	-13.7638406	-13.6875	-10.6875
6738.24	-13.760497	-13.6875	-10.6875
6741.35	-13.7571655	-13.6875	-10.6875
6744.48	-13.7541314	-13.6875	-10.6875
6747.67	-13.7502685	-13.6875	-10.6875
6750.81	-13.7465619	-13.6875	-10.6875
6754.0	-13.743352	-13.6875	-10.6875
6757.18	-13.7399932	-13.6875	-10.6875
6760.39	-13.736662	-13.6875	-10.625
6763.5	-13.7329754	-13.6875	-10.625
6766.63	-13.7296971	-13.6875	-10.625
6769.77	-13.7264442	-13.6875	-10.625
6772.98	-13.7226112	-13.625	-10.625
6776.13	-13.7189272	-13.6875	-10.625
6779.26	-13.7156318	-13.625	-10.625
6782.4	-13.7127523	-13.625	-10.625
6785.52	-13.7092145	-13.625	-10.625
6788.64	-13.7054632	-13.625	-10.625
6791.82	-13.7022962	-13.625	-10.625
6795.04	-13.6984487	-13.625	-10.625
6798.15	-13.6953386	-13.625	-10.625
6801.28	-13.6913629	-13.625	-10.625
6804.48	-13.6878927	-13.625	-10.5625
6807.61	-13.6842915	-13.625	-10.5625
6810.79	-13.6805497	-13.625	-10.5625
6813.9	-13.6772642	-13.625	-10.625
6816.99	-13.6743446	-13.625	-10.5625
6820.16	-13.6704832	-13.625	-10.5625
6823.26	-13.6666061	-13.625	-10.5625
6826.39	-13.6634305	-13.625	-10.5625
6829.52	-13.6599524	-13.625	-10.5625
6832.64	-13.6563163	-13.625	-10.5625
6835.85	-13.6525643	-13.625	-10.5625
6839.04	-13.649396	-13.625	-10.5625
6842.19	-13.6457316	-13.625	-10.5625
6845.36	-13.6418109	-13.625	-10.5625
6848.48	-13.6382701	-13.5625	-10.5625
6851.66	-13.6347559	-13.625	-10.5625
6854.8	-13.631625	-13.5625	-10.5625
6857.94	-13.6278222	-13.5625	-10.5625
6861.11	-13.6243097	-13.5625	-10.5
6864.24	-13.6205729	-13.5625	-10.5
6867.35	-13.6172715	-13.5625	-10.5
6870.47	-13.6135341	-13.5625	-10.5
6873.6	-13.6103095	-13.5625	-10.5
6876.8	-13.6067359	-13.5625	-10.5
6879.92	-13.6029869	-13.5625	-10.5
6883.03	-13.5990179	-13.5625	-10.5
6886.14	-13.5960852	-13.5625	-10.5
6889.26	-13.5926091	-13.5625	-10.5
6892.41	-13.5888286	-13.5625	-10.5
6895.62	-13.5852563	-13.5625	-10.5
6898.79	-13.5819899	-13.5625	-10.5
6901.91	-13.5780759	-13.5625	-10.5
6905.03	-13.5746601	-13.5625	-10.5
6908.11	-13.5709031	-13.5625	-10.4375
6911.27	-13.5672988	-13.5625	-10.4375
6914.48	-13.5635347	-13.5625	-10.4375
6917.61	-13.5599658	-13.5	-10.4375
6920.79	-13.5562931	-13.5	-10.4375
6923.91	-13.5523885	-13.5	-10.4375
6927.08	-13.549015	-13.5	-10.4375
6930.24	-13.54558	-13.5	-10.4375
6933.31	-13.5420409	-13.5	-10.4375
6936.49	-13.5380588	-13.5	-10.4375
6939.67	-13.5345958	-13.5	-10.4375
6942.81	-13.5309224	-13.5	-10.4375
6946.0	-13.526661	-13.5	-10.4375
6949.1	-13.5234569	-13.5	-10.4375
6952.32	-13.519458	-13.5	-10.4375
6955.44	-13.5162727	-13.5	-10.4375
6958.56	-13.5123386	-13.5	-10.4375
6961.67	-13.5088973	-13.5	-10.375
6964.89	-13.5052384	-13.5	-10.375
6968.06	-13.5013689	-13.5	-10.375
6971.19	-13.4981503	-13.5	-10.375
6974.33	-13.4944496	-13.4375	-10.375
6977.52	-13.4906659	-13.5	-10.375
6980.62	-13.4870565	-13.4375	-10.375
6983.71	-13.4834091	-13.4375	-10.375
6986.89	-13.4795904	-13.4375	-10.375
6990.08	-13.4750858	-13.4375	-10.375
6993.2	-13.4722566	-13.4375	-10.375
6996.39	-13.4682667	-13.4375	-10.375
6999.53	-13.465247	-13.4375	-10.375
7002.72	-13.460924	-13.4375	-10.375
7005.82	-13.4573417	-13.4375	-10.375
7008.96	-13.4539126	-13.4375	-10.3125
7012.08	-13.4499631	-13.4375	-10.3125
7015.18	-13.4465745	-13.4375	-10.3125
7018.28	-13.4428247	-13.4375	-10.3125
7021.43	-13.4392649	-13.4375	-10.3125
7024.58	-13.4356202	-13.4375	-10.3125
7027.76	-13.4316117	-13.4375	-10.3125
7030.88	-13.4280591	-13.4375	-10.3125
7033.99	-13.4245676	-13.375	-10.3125
7037.11	-13.4208033	-13.4375	-10.3125
7040.23	-13.4175663	-13.375	-10.3125
7043.36	-13.4131887	-13.375	-10.3125
7046.58	-13.4098182	-13.375	-10.3125
7049.73	-13.4063677	-13.375	-10.3125
7052.96	-13.402217	-13.375	-10.3125
7056.14	-13.3984526	-13.375	-10.25
7059.27	-13.3948872	-13.375	-10.25
7062.4	-13.3913157	-13.375	-10.25
7065.52	-13.3872993	-13.375	-10.25
7068.63	-13.3836196	-13.375	-10.25
7071.75	-13.379897	-13.375	-10.25
7074.85	-13.3763974	-13.375	-10.25
7077.99	-13.3726375	-13.375	-10.25
7081.19	-13.3690054	-13.375	-10.25
7084.28	-13.3653632	-13.375	-10.25
7087.42	-13.3615469	-13.375	-10.25
7090.53	-13.3578212	-13.375	-10.25
7093.66	-13.3540826	-13.375	-10.25
7096.78	-13.35059	-13.375	-10.25
7099.91	-13.346989	-13.3125	-10.25
7103.0	-13.3432377	-13.3125	-10.1875
7106.14	-13.3398708	-13.375	-10.1875
7109.26	-13.3358832	-13.3125	-10.1875
7112.39	-13.3320433	-13.3125	-10.1875
7115.45	-13.3290452	-13.3125	-10.1875
7118.62	-13.3247701	-13.3125	-10.1875
7121.79	-13.3213996	-13.3125	-10.1875
7124.96	-13.3177991	-13.3125	-10.1875
7128.11	-13.3136607	-13.3125	-10.1875
7131.37	-13.3105085	-13.3125	-10.1875
7134.53	-13.3060944	-13.3125	-10.1875
7137.68	-13.3026553	-13.3125	-10.1875
7140.76	-13.2982146	-13.3125	-10.1875
7143.95	-13.2952928	-13.3125	-10.1875
7147.1	-13.2918573	-13.3125	-10.1875
7150.25	-13.2880016	-13.3125	-10.1875
7153.43	-13.2841984	-13.3125	-10.125
7156.56	-13.2805689	-13.3125	-10.125
7159.69	-13.2765757	-13.3125	-10.125
7162.88	-13.2731313	-13.25	-10.125
7165.95	-13.2693492	-13.25	-10.125
7169.09	-13.2655761	-13.25	-10.125
7172.23	-13.2619133	-13.25	-10.125
7175.36	-13.2580454	-13.25	-10.125
7178.47	-13.2544126	-13.25	-10.125
7181.67	-13.2508352	-13.25	-10.125
7184.79	-13.2464591	-13.25	-10.125
7187.91	-13.2430283	-13.25	-10.125
7191.05	-13.2396312	-13.25	-10.125
7194.26	-13.2357739	-13.25	-10.125
7197.42	-13.2321964	-13.25	-10.125
7200.55	-13.2281772	-13.25	-10.125
7203.67	-13.2245221	-13.25	-10.0625
7206.85	-13.220596	-13.25	-10.0625
7210.01	-13.2171825	-13.25	-10.0625
7213.17	-13.2136653	-13.25	-10.0625
7216.3	-13.2104827	-13.25	-10.0625
7219.44	-13.2059516	-13.25	-10.0625
7222.54	-13.202971	-13.1875	-10.0625
7225.64	-13.1986415	-13.25	-10.0625
7228.78	-13.1949059	-13.1875	-10.0625
7231.93	-13.1912738	-13.1875	-10.0625
7235.17	-13.1875952	-13.1875	-10.0625
7238.3	-13.1836	-13.1875	-10.0625
7241.41	-13.1804532	-13.1875	-10.0
7244.52	-13.1768096	-13.1875	-10.0
7247.66	-13.1726215	-13.1875	-10.0
7250.78	-13.1695791	-13.1875	-10.0
7254.03	-13.1657898	-13.1875	-10.0
7257.12	-13.1617808	-13.1875	-10.0
7260.3	-13.1581915	-13.1875	-10.0
7263.42	-13.1544765	-13.1875	-10.0
7266.52	-13.1509478	-13.1875	-10.0
7269.68	-13.1469927	-13.1875	-10.0
7272.78	-13.1427913	-13.1875	-10.0
7275.89	-13.1396327	-13.1875	-10.0
7279.0	-13.1357096	-13.1875	-10.0
7282.14	-13.13217	-13.1875	-10.0
7285.26	-13.1285365	-13.1875	-10.0
7288.36	-13.1247495	-13.125	-10.0
7291.47	-13.1211482	-13.125	-10.0
7294.59	-13.1172621	-13.125	-10.0
7297.68	-13.1139009	-13.125	-9.9375
7300.78	-13.1096697	-13.125	-10.0
7303.97	-13.1062686	-13.125	-9.9375
7307.12	-13.1027362	-13.125	-9.9375
7310.22	-13.099023	-13.125	-9.9375
7313.31	-13.0954634	-13.125	-9.9375
7316.42	-13.0929104	-13.125	-9.9375
7319.55	-13.0879707	-13.125	-9.9375
7322.69	-13.0841009	-13.125	-9.9375
