Time [s]	Sensor 1: Pt100-4wire @Keysight [°C]	Sensor 2: DS18B20 @GPIO [°C]	Sensor 3: DS18B20 @GPIO [°C]
41017.91	16.3756506	15.9375	16.0
41021.01	16.3763116	15.9375	16.0
41024.13	16.3763814	15.9375	16.0
41027.25	16.3770889	15.9375	16.0
41030.45	16.3771605	15.9375	16.0
41033.57	16.3773405	16.0	16.0
41036.69	16.3778847	15.9375	16.0
41039.83	16.3781252	15.9375	16.0
41042.93	16.3782022	15.9375	16.0
41046.04	16.3787623	15.9375	16.0
41049.15	16.379355	15.9375	16.0
41052.27	16.3796761	15.9375	16.0
41055.38	16.38018	15.9375	16.0
41058.47	16.3802813	15.9375	16.0
41061.57	16.3805799	15.9375	16.0
41064.69	16.3811738	15.9375	16.0
41067.86	16.3813312	15.9375	16.0
41071.01	16.3814134	15.9375	16.0
41074.13	16.3819573	15.9375	16.0
41077.25	16.3823356	15.9375	16.0
41080.37	16.3821934	15.9375	16.0
41083.48	16.3830998	15.9375	16.0
41086.61	16.3831082	16.0	16.0
41089.71	16.3838388	15.9375	16.0
41092.83	16.3835154	15.9375	16.0
41095.95	16.3836912	15.9375	16.0
41099.04	16.3842457	16.0	16.0
41102.21	16.3846623	15.9375	16.0
41105.33	16.3851217	15.9375	16.0
41108.45	16.3857301	16.0	16.0
41111.56	16.3858401	15.9375	16.0
41114.67	16.3863393	16.0	16.0
41117.77	16.3863545	16.0	16.0
41120.91	16.3871706	15.9375	16.0
41124.01	16.3873426	15.9375	16.0
41127.15	16.3875543	15.9375	16.0
41130.29	16.387912	16.0	16.0
41133.39	16.3882673	16.0	16.0
41136.51	16.3884129	16.0	16.0
41139.6	16.388363	16.0	16.0
41142.67	16.3885871	15.9375	16.0
41145.81	16.3893798	16.0	16.0
41148.93	16.389569	16.0	16.0
41152.13	16.3899536	15.9375	16.0
41155.29	16.3903661	16.0	16.0
41158.44	16.3906785	16.0	16.0
41161.58	16.3906962	16.0	16.0
41164.64	16.3913565	16.0	16.0
41167.73	16.3916909	16.0	16.0
41170.85	16.3914956	16.0	16.0
41173.97	16.3914144	16.0	16.0
41177.09	16.3925851	16.0	16.0
41180.22	16.3926808	16.0	16.0
41183.33	16.3928981	16.0	16.0
41186.43	16.3932936	16.0	16.0
41189.56	16.3943171	16.0	16.0
41192.71	16.3941822	16.0	16.0
41195.8	16.3945679	16.0	16.0
41198.93	16.3946779	16.0	16.0
41202.07	16.3952204	16.0	16.0
41205.12	16.395786	16.0	16.0
41208.21	16.3957341	16.0	16.0
41211.29	16.3959491	16.0	16.0
41214.44	16.3968749	15.9375	16.0
41217.66	16.396234	16.0	16.0
41220.75	16.3971496	16.0	16.0
41223.91	16.3975358	16.0	16.0
41227.1	16.3978355	16.0	16.0
41230.21	16.3978075	16.0	16.0
41233.33	16.3979411	16.0	16.0
41236.45	16.3987186	16.0	16.0
41239.57	16.3988425	16.0	16.0
41242.67	16.399188	16.0	16.0
41245.75	16.3997603	16.0	16.0
41248.85	16.3999794	16.0	16.0
41251.97	16.3999906	16.0	16.0
41255.07	16.4001027	16.0	16.0625
41258.29	16.4009451	16.0	16.0
41261.4	16.4014924	16.0	16.0
41264.51	16.40211	16.0	16.0
41267.64	16.4021186	16.0	16.0
41270.76	16.4023805	16.0	16.0
41273.86	16.4024781	16.0	16.0625
41277.01	16.4030425	16.0	16.0
41280.11	16.4030529	16.0	16.0
41283.23	16.4035089	16.0	16.0
41286.33	16.4036219	16.0	16.0
41289.49	16.4042766	16.0	16.0
41292.62	16.4050707	16.0	16.0
41295.73	16.4045281	16.0	16.0
41298.86	16.4052238	16.0	16.0
41301.97	16.4053898	16.0	16.0
41305.08	16.4059391	16.0	16.0
41308.22	16.4064194	16.0	16.0
41311.35	16.4064444	16.0	16.0
41314.53	16.4066941	16.0	16.0
41317.63	16.4073203	16.0	16.0
41320.77	16.407454	16.0	16.0625
41323.87	16.4078298	16.0	16.0625
41326.96	16.4081368	16.0	16.0
41330.03	16.4082184	16.0	16.0625
41333.15	16.4083894	16.0	16.0
41336.24	16.4088375	16.0	16.0
41339.31	16.408807	16.0	16.0625
41342.45	16.4096801	16.0	16.0
41345.57	16.4098547	16.0	16.0
41348.69	16.4099408	16.0	16.0
41351.89	16.4101404	16.0	16.0625
41355.01	16.4107153	16.0	16.0625
41358.11	16.4109405	16.0	16.0
41361.23	16.4114734	16.0	16.0625
41364.35	16.4116393	16.0	16.0625
41367.45	16.4120872	16.0	16.0625
41370.61	16.412584	16.0	16.0
41373.81	16.4127179	16.0	16.0625
41377.03	16.4128563	16.0	16.0625
41380.12	16.4130339	16.0	16.0
41383.24	16.4135007	16.0	16.0625
41386.36	16.4135472	16.0	16.0625
41389.49	16.4139909	16.0	16.0625
41392.64	16.4140519	16.0	16.0625
41395.71	16.414882	16.0	16.0625
41398.85	16.4150063	16.0	16.0
41401.97	16.4154513	16.0	16.0625
41405.09	16.415984	16.0	16.0625
41408.2	16.4160812	16.0	16.0
41411.31	16.416681	16.0	16.0625
41414.46	16.4174843	16.0	16.0625
41417.59	16.4173866	16.0	16.0625
41420.68	16.4179018	16.0	16.0625
41423.79	16.4177254	16.0	16.0625
41426.95	16.4181469	16.0	16.0
41430.03	16.4184271	16.0	16.0625
41433.16	16.4196405	16.0	16.0625
41436.29	16.4187706	16.0	16.0625
41439.4	16.4196819	16.0	16.0625
41442.55	16.4199187	16.0	16.0625
41445.65	16.4198211	16.0	16.0625
41448.77	16.4205853	16.0	16.0625
41451.9	16.4206694	16.0	16.0625
41455.02	16.4211056	16.0	16.0
41458.14	16.4215006	16.0	16.0625
41461.25	16.4220292	16.0	16.0625
41464.37	16.4221214	16.0	16.0625
41467.48	16.42189	16.0	16.0625
41470.59	16.4226126	16.0	16.0
41473.68	16.4227232	16.0	16.0625
41476.85	16.4235148	16.0	16.0625
41479.97	16.4233902	16.0	16.0625
41483.07	16.4241153	16.0	16.0625
41486.21	16.4244326	16.0	16.0625
41489.31	16.42415	16.0	16.0625
41492.44	16.4247231	16.0	16.0625
41495.55	16.4247848	16.0	16.0625
41498.7	16.4252443	16.0	16.0625
41501.79	16.4258766	16.0	16.0625
41504.93	16.4265204	16.0	16.0625
41508.03	16.4262561	16.0	16.0625
41511.17	16.4268837	16.0	16.0625
41514.25	16.4275232	16.0	16.0625
41517.4	16.4271364	16.0	16.0625
41520.53	16.4274884	16.0	16.0625
41523.65	16.4281475	16.0	16.0625
41526.76	16.4282684	16.0	16.0625
41529.98	16.4291284	16.0	16.0625
41533.09	16.4290384	16.0	16.0625
41536.23	16.4291222	16.0	16.0625
41539.32	16.429464	16.0	16.0625
41542.44	16.4301561	16.0	16.0625
41545.56	16.4302106	16.0	16.0625
41548.67	16.4308005	16.0	16.0625
41551.81	16.4305912	16.0	16.0625
41554.91	16.4310941	16.0	16.0625
41558.05	16.4312417	16.0	16.0625
41561.16	16.4317795	16.0	16.0625
41564.3	16.4321152	16.0	16.0625
41567.39	16.4328462	16.0	16.0625
41570.53	16.432715	16.0	16.0625
41573.62	16.4327608	16.0	16.0625
41576.77	16.4331783	16.0	16.0625
41579.84	16.4335859	16.0	16.0625
41582.92	16.433871	16.0	16.0625
41586.04	16.4344495	16.0	16.0625
41589.16	16.4346639	16.0	16.0625
41592.27	16.4343997	16.0	16.0625
41595.39	16.4352179	16.0	16.0625
41598.51	16.4351265	16.0625	16.0625
41601.61	16.4356902	16.0	16.0625
41604.78	16.435733	16.0	16.0625
41607.97	16.436319	16.0625	16.0625
41611.09	16.4367053	16.0	16.0625
41614.2	16.4370636	16.0	16.0625
41617.32	16.4371972	16.0	16.0625
41620.45	16.4379809	16.0625	16.0625
41623.56	16.4375249	16.0	16.0625
41626.68	16.4381982	16.0	16.0625
41629.8	16.4387976	16.0	16.0625
41632.93	16.4395957	16.0	16.0625
41636.0	16.4395481	16.0	16.0625
41639.08	16.4393363	16.0	16.0625
41642.21	16.4396421	16.0	16.0625
41645.31	16.4399856	16.0	16.0625
41648.44	16.4400772	16.0	16.0625
41651.64	16.4406466	16.0	16.0625
41654.75	16.441099	16.0	16.0625
41657.88	16.4410574	16.0	16.0625
41660.99	16.4416	16.0	16.0625
41664.13	16.4415834	16.0625	16.0625
41667.25	16.4421145	16.0625	16.0625
41670.35	16.4420547	16.0625	16.0625
41673.48	16.4431612	16.0625	16.0625
41676.59	16.4431721	16.0625	16.0625
41679.7	16.4436885	16.0625	16.0625
41682.84	16.4442456	16.0625	16.0625
41685.94	16.4440773	16.0625	16.0625
41689.08	16.4446259	16.0625	16.0625
41692.21	16.4447364	16.0625	16.0625
41695.39	16.4450898	16.0	16.0625
41698.53	16.4455999	16.0	16.0625
41701.63	16.4459746	16.0	16.0625
41704.76	16.4457702	16.0	16.0625
41707.88	16.4460968	16.0625	16.0625
41711.01	16.4466979	16.0625	16.0625
41714.11	16.4467498	16.0625	16.0625
41717.23	16.4468174	16.0625	16.0625
41720.35	16.4471305	16.0625	16.0625
41723.49	16.448057	16.0625	16.0625
41726.6	16.4483005	16.0	16.0625
41729.71	16.4487455	16.0625	16.0625
41732.83	16.4490457	16.0	16.0625
41735.97	16.4484446	16.0625	16.0625
41739.09	16.4498519	16.0625	16.0625
41742.29	16.4492472	16.0625	16.0625
41745.39	16.4496407	16.0625	16.0625
41748.52	16.4507467	16.0625	16.0625
41751.72	16.451091	16.0625	16.0625
41754.87	16.4507448	16.0625	16.0625
41757.95	16.451418	16.0625	16.0625
41761.06	16.4517867	16.0	16.0625
41764.16	16.452053	16.0625	16.0625
41767.25	16.4519667	16.0	16.0625
41770.36	16.4523523	16.0625	16.0625
41773.55	16.4530659	16.0625	16.0625
41776.67	16.4532314	16.0625	16.0625
41779.81	16.4536877	16.0625	16.0625
41782.92	16.4541265	16.0625	16.0625
41786.06	16.454303	16.0625	16.0625
41789.12	16.454862	16.0625	16.0625
41792.2	16.4549523	16.0625	16.0625
41795.31	16.4551104	16.0625	16.0625
41798.45	16.4554364	16.0625	16.0625
41801.56	16.455509	16.0625	16.0625
41804.69	16.4559861	16.0625	16.0625
41807.79	16.4565734	16.0625	16.0625
41810.91	16.4567461	16.0625	16.0625
41814.05	16.4569915	16.0625	16.0625
41817.15	16.4568101	16.0625	16.0625
41820.27	16.4570482	16.0625	16.0625
41823.41	16.4583689	16.0625	16.0625
41826.52	16.4581224	16.0625	16.0625
41829.65	16.459033	16.0625	16.0625
41832.76	16.4584103	16.0625	16.0625
41835.91	16.4589908	16.0625	16.0625
41839.08	16.4596066	16.0625	16.0625
41842.19	16.460146	16.0625	16.0625
41845.32	16.4606533	16.0625	16.0625
41848.42	16.460389	16.0625	16.0625
41851.56	16.4606558	16.0625	16.0625
41854.69	16.4610725	16.0625	16.0625
41857.82	16.4613765	16.0625	16.0625
41860.93	16.4616598	16.0625	16.0625
41864.05	16.4618556	16.0625	16.0625
41867.17	16.4622741	16.0625	16.0625
41870.29	16.4626557	16.0625	16.0625
41873.44	16.4632185	16.0625	16.0625
41876.52	16.4624511	16.0625	16.0625
41879.65	16.4631434	16.0625	16.0625
41882.75	16.4637202	16.0625	16.0625
41885.91	16.4636402	16.0625	16.0625
41888.99	16.4642914	16.0625	16.0625
41892.13	16.4646301	16.0625	16.0625
41895.27	16.4646704	16.0625	16.0625
41898.44	16.4648875	16.0625	16.0625
41901.66	16.4658112	16.0625	16.0625
41904.77	16.465968	16.0625	16.0625
41907.89	16.4662597	16.0625	16.0625
41911.0	16.4665252	16.0625	16.0625
41914.11	16.4671324	16.0625	16.0625
41917.23	16.4672209	16.0625	16.0625
41920.35	16.4675028	16.0625	16.0625
41923.46	16.4681163	16.0625	16.0625
41926.6	16.4675658	16.0625	16.0625
41929.71	16.4682821	16.0625	16.0625
41932.85	16.4682145	16.0625	16.0625
41935.92	16.468818	16.0625	16.0625
41939.01	16.4695248	16.0625	16.0625
41942.11	16.4692391	16.0625	16.0625
41945.23	16.4689853	16.0625	16.0625
41948.36	16.4700582	16.0625	16.0625
41951.48	16.4702721	16.0625	16.0625
41954.59	16.4703629	16.0625	16.0625
41957.76	16.4709808	16.0625	16.0625
41960.85	16.4709457	16.0625	16.0625
41963.97	16.4714949	16.0625	16.125
41967.17	16.4720212	16.0625	16.0625
41970.3	16.4718429	16.0625	16.0625
41973.41	16.472112	16.0625	16.125
41976.53	16.4721217	16.0625	16.0625
41979.62	16.473119	16.0625	16.0625
41982.75	16.4736583	16.0625	16.0625
41985.89	16.4739154	16.0625	16.0625
41989.0	16.4739979	16.0625	16.0625
41992.13	16.4740771	16.0625	16.0625
41995.21	16.4742761	16.0625	16.125
41998.37	16.4745477	16.0625	16.125
42001.49	16.4751978	16.0625	16.0625
42004.61	16.475413	16.0625	16.0625
42007.73	16.4757555	16.0625	16.0625
42010.92	16.4764403	16.0625	16.0625
42014.05	16.476491	16.0625	16.0625
42017.16	16.476372	16.0625	16.125
42020.35	16.4767498	16.0625	16.0625
42023.48	16.4775035	16.0625	16.0625
42026.6	16.477398	16.0625	16.0625
42029.73	16.4779173	16.0625	16.0625
42032.83	16.4781383	16.0625	16.0625
42035.95	16.4787253	16.0625	16.125
42039.08	16.4788181	16.0625	16.0625
42042.19	16.4795115	16.0625	16.0625
42045.34	16.4791396	16.0625	16.125
42048.45	16.4795072	16.0625	16.125
42051.57	16.4796226	16.0625	16.0625
42054.77	16.480602	16.0625	16.0625
42057.88	16.4809707	16.0625	16.125
42060.97	16.4810226	16.0625	16.0625
42064.13	16.4816922	16.0625	16.0625
42067.32	16.4815535	16.0625	16.125
42070.45	16.4819368	16.0625	16.0625
42073.57	16.4822053	16.0625	16.125
42076.67	16.4825442	16.0625	16.0625
42079.79	16.4828846	16.0625	16.125
42082.93	16.483202	16.0625	16.0625
42086.0	16.4833822	16.0625	16.125
42089.09	16.4834096	16.0625	16.125
42092.22	16.4840143	16.0625	16.0625
42095.31	16.4836494	16.0625	16.0625
42098.45	16.4842515	16.0625	16.125
42101.55	16.484638	16.0625	16.125
42104.67	16.484969	16.0625	16.125
42107.81	16.4859717	16.0625	16.125
42110.95	16.4854809	16.0625	16.0625
42114.13	16.4861364	16.0625	16.125
42117.24	16.485844	16.0625	16.0625
42120.38	16.486773	16.0625	16.125
42123.5	16.4872124	16.0625	16.125
42126.56	16.4880222	16.0625	16.125
42129.75	16.4874076	16.0625	16.125
42132.87	16.4883066	16.0625	16.125
42135.98	16.4881224	16.0625	16.0625
42139.07	16.4881608	16.0625	16.125
42142.2	16.4885832	16.0625	16.125
42145.36	16.4887724	16.0625	16.125
42148.53	16.4890098	16.0625	16.125
42151.65	16.489119	16.0625	16.0625
42154.74	16.4897149	16.0625	16.125
42157.9	16.4905594	16.0625	16.125
42161.0	16.4905858	16.0625	16.125
42164.13	16.4910536	16.0625	16.125
42167.2	16.4910471	16.0625	16.125
42170.35	16.4915811	16.0625	16.125
42173.48	16.4919295	16.0625	16.125
42176.6	16.4923073	16.0625	16.125
42179.8	16.4923854	16.0625	16.125
42182.93	16.4929404	16.0625	16.125
42186.05	16.4929837	16.0625	16.125
42189.17	16.4934225	16.0625	16.125
42192.26	16.4934676	16.0625	16.125
42195.41	16.4937331	16.0625	16.125
42198.51	16.4941413	16.0625	16.125
42201.63	16.4944544	16.0625	16.125
42204.76	16.4949032	16.0625	16.125
42207.87	16.4950666	16.0625	16.125
42210.99	16.4951978	16.125	16.125
42214.11	16.4954969	16.125	16.125
42217.25	16.4957197	16.125	16.125
42220.35	16.4962679	16.0625	16.125
42223.49	16.4967212	16.0625	16.125
42226.6	16.4968536	16.0625	16.125
42229.73	16.49729	16.0625	16.125
42232.8	16.4969325	16.0625	16.125
42235.83	16.4976904	16.125	16.125
42238.93	16.4984406	16.0625	16.125
42242.04	16.4985386	16.0625	16.125
42245.17	16.498911	16.0625	16.125
42248.27	16.4990026	16.0625	16.125
42251.39	16.4994432	16.125	16.125
42254.53	16.4997752	16.0625	16.125
42257.65	16.4999486	16.125	16.125
42260.77	16.5009152	16.125	16.125
42263.9	16.5009137	16.0625	16.125
42267.01	16.5009208	16.125	16.125
42270.15	16.5016635	16.0625	16.125
42273.27	16.5017204	16.125	16.125
42276.35	16.5015507	16.125	16.125
42279.49	16.5023161	16.125	16.125
42282.6	16.5023173	16.125	16.125
42285.71	16.5028379	16.125	16.125
42288.8	16.5027823	16.125	16.125
42291.87	16.5032285	16.125	16.125
42295.01	16.5034488	16.125	16.125
42298.12	16.5039969	16.0625	16.125
42301.25	16.5043825	16.125	16.125
42304.37	16.5047659	16.0625	16.125
42307.47	16.5046309	16.125	16.125
42310.61	16.5053524	16.125	16.125
42313.73	16.505477	16.125	16.125
42316.84	16.5056971	16.125	16.125
42319.96	16.5063843	16.125	16.125
42323.1	16.5066011	16.125	16.125
42326.2	16.5066705	16.125	16.125
42329.3	16.5073122	16.125	16.125
42332.45	16.5073602	16.125	16.125
42335.56	16.5072828	16.125	16.125
42338.69	16.5078315	16.125	16.125
42341.8	16.5077759	16.125	16.125
42344.93	16.5082227	16.125	16.125
42348.05	16.5086525	16.125	16.125
42351.17	16.5089179	16.125	16.125
42354.26	16.5090851	16.125	16.125
42357.42	16.5094177	16.125	16.125
42360.54	16.5097656	16.125	16.125
42363.66	16.5102959	16.125	16.125
42366.77	16.5104028	16.125	16.125
42369.97	16.5107348	16.125	16.125
42373.09	16.5115019	16.125	16.125
42376.2	16.5115477	16.125	16.125
42379.34	16.5118454	16.125	16.125
42382.45	16.5120733	16.125	16.125
42385.55	16.5126689	16.125	16.125
42388.68	16.5127751	16.125	16.125
42391.89	16.5127087	16.125	16.125
42394.96	16.513195	16.125	16.125
42398.04	16.5130819	16.125	16.125
42401.16	16.5139438	16.125	16.125
42404.28	16.5138157	16.125	16.125
42407.41	16.5141458	16.125	16.125
42410.52	16.5143736	16.125	16.125
42413.63	16.5153005	16.125	16.125
42416.75	16.5151395	16.125	16.125
42419.88	16.5161301	16.125	16.125
42422.99	16.5160867	16.125	16.125
42426.11	16.516105	16.125	16.125
42429.23	16.5167629	16.125	16.125
42432.37	16.5169222	16.125	16.125
42435.48	16.5170687	16.125	16.125
42438.6	16.5169057	16.125	16.125
42441.73	16.5175998	16.125	16.125
42444.84	16.5175735	16.125	16.125
42447.96	16.5178303	16.125	16.125
42451.15	16.5185812	16.125	16.125
42454.27	16.5185463	16.125	16.125
42457.39	16.5188625	16.125	16.125
42460.51	16.5192031	16.125	16.125
42463.65	16.5196365	16.125	16.125
42466.77	16.5196712	16.125	16.125
42469.9	16.5199519	16.125	16.125
42473.01	16.5209308	16.125	16.125
42476.11	16.5203772	16.125	16.125
42479.25	16.5211791	16.125	16.125
42482.35	16.5212592	16.125	16.125
42485.49	16.5215461	16.125	16.125
42488.59	16.5220632	16.125	16.125
42491.71	16.5224446	16.125	16.125
42494.85	16.5230615	16.125	16.125
42497.97	16.5228449	16.125	16.125
42501.08	16.5234379	16.125	16.125
42504.21	16.5233838	16.125	16.125
42507.32	16.5241925	16.125	16.125
42510.43	16.5241161	16.125	16.125
42513.58	16.5241314	16.125	16.125
42516.68	16.5247802	16.125	16.125
42519.81	16.5246043	16.125	16.125
42522.92	16.5257329	16.125	16.125
42526.12	16.5255829	16.125	16.125
42529.25	16.5259885	16.125	16.125
42532.37	16.5259166	16.125	16.125
42535.6	16.526433	16.125	16.125
42538.67	16.5266185	16.125	16.125
42541.76	16.5270328	16.125	16.125
42544.83	16.5273314	16.125	16.125
42548.0	16.5277342	16.125	16.125
42551.09	16.5279387	16.125	16.125
42554.22	16.5284122	16.125	16.125
42557.34	16.5289273	16.125	16.125
42560.43	16.5287655	16.125	16.125
42563.56	16.5288139	16.125	16.125
42566.69	16.5296097	16.125	16.125
42569.79	16.5298148	16.125	16.125
42572.95	16.5301657	16.125	16.125
42576.13	16.5305356	16.125	16.125
42579.25	16.5301937	16.125	16.125
42582.34	16.5309749	16.125	16.125
42585.47	16.5312459	16.125	16.125
42588.61	16.5316116	16.125	16.125
42591.72	16.5314591	16.125	16.125
42594.85	16.5320132	16.125	16.125
42597.94	16.5320468	16.125	16.125
42601.07	16.5324551	16.125	16.125
42604.19	16.5325856	16.125	16.125
42607.28	16.5332222	16.125	16.125
42610.37	16.533631	16.125	16.125
42613.48	16.5336654	16.125	16.125
42616.61	16.5345375	16.125	16.125
42619.71	16.5339389	16.125	16.1875
42622.81	16.5348114	16.125	16.125
42625.97	16.5357557	16.125	16.125
42629.1	16.5353706	16.125	16.125
42632.28	16.5352412	16.125	16.125
42635.48	16.536029	16.125	16.125
42638.61	16.5359899	16.125	16.125
42641.73	16.536197	16.125	16.125
42644.84	16.5369013	16.125	16.125
42648.06	16.5372352	16.125	16.125
42651.17	16.5372625	16.125	16.125
42654.27	16.5373682	16.125	16.125
42657.47	16.5377348	16.125	16.125
42660.59	16.5379651	16.125	16.125
42663.73	16.5385229	16.125	16.125
42666.85	16.5389978	16.125	16.125
42669.96	16.5392266	16.125	16.125
42673.07	16.5391913	16.125	16.125
42676.2	16.5395873	16.125	16.125
42679.31	16.5398974	16.125	16.125
42682.42	16.5400018	16.125	16.125
42685.57	16.5396844	16.125	16.125
42688.66	16.5407085	16.125	16.125
42691.81	16.5414128	16.125	16.125
42694.91	16.5410577	16.125	16.125
42698.03	16.5420312	16.125	16.125
42701.16	16.5422038	16.125	16.125
42704.29	16.542067	16.125	16.125
42707.4	16.5423838	16.125	16.125
42710.51	16.5426268	16.125	16.125
42713.6	16.5430344	16.1875	16.125
42716.67	16.5439322	16.125	16.125
42719.79	16.5436331	16.125	16.125
42722.93	16.543696	16.125	16.125
42726.04	16.5442612	16.125	16.125
42729.15	16.5445389	16.125	16.125
42732.29	16.5450186	16.125	16.1875
42735.39	16.5448844	16.125	16.125
42738.51	16.5452645	16.125	16.125
42741.64	16.5459323	16.125	16.125
42744.76	16.545734	16.125	16.125
42747.88	16.5464418	16.125	16.1875
42751.0	16.5466897	16.125	16.125
42754.12	16.5471115	16.125	16.1875
42757.24	16.5472811	16.125	16.125
42760.37	16.5477249	16.125	16.125
42763.49	16.54777	16.125	16.125
42766.6	16.5483438	16.125	16.125
42769.71	16.5484273	16.125	16.125
42772.87	16.5489798	16.125	16.1875
42775.92	16.5489943	16.1875	16.125
42779.01	16.5488871	16.125	16.1875
42782.13	16.5490622	16.125	16.125
42785.25	16.550223	16.125	16.125
42788.39	16.5499373	16.1875	16.125
42791.5	16.5502748	16.1875	16.1875
42794.61	16.5508472	16.125	16.1875
42797.79	16.5507582	16.125	16.125
42800.91	16.5511421	16.1875	16.1875
42804.07	16.5513503	16.1875	16.125
42807.25	16.5521499	16.1875	16.1875
42810.36	16.5525623	16.125	16.125
42813.53	16.5524913	16.125	16.125
42816.67	16.553047	16.1875	16.1875
42819.8	16.5530078	16.125	16.1875
42822.94	16.553697	16.125	16.1875
42826.04	16.553252	16.125	16.125
42829.19	16.5536275	16.1875	16.125
42832.29	16.5540272	16.125	16.1875
42835.56	16.5541719	16.125	16.125
42838.67	16.5545996	16.125	16.125
42841.79	16.5548479	16.1875	16.1875
42844.9	16.5550195	16.1875	16.125
42848.03	16.555498	16.125	16.1875
42851.17	16.5561279	16.1875	16.125
42854.28	16.5560307	16.125	16.1875
42857.42	16.5563768	16.1875	16.1875
42860.48	16.5569292	16.1875	16.125
42863.57	16.5569085	16.1875	16.1875
42866.7	16.5573443	16.1875	16.125
42869.81	16.5572827	16.1875	16.1875
42873.01	16.5574585	16.1875	16.125
42876.13	16.5585314	16.125	16.1875
42879.25	16.558751	16.1875	16.1875
42882.35	16.5586814	16.1875	16.125
42885.52	16.5589037	16.1875	16.1875
42888.69	16.5598911	16.1875	16.1875
42891.82	16.5600217	16.1875	16.1875
42894.93	16.5597801	16.1875	16.1875
42898.06	16.5606429	16.1875	16.1875
42901.15	16.5610288	16.1875	16.1875
42904.29	16.560325	16.125	16.1875
42907.41	16.5610697	16.1875	16.1875
42910.53	16.5612565	16.1875	16.1875
42913.65	16.5617728	16.1875	16.1875
42916.75	16.5622526	16.1875	16.1875
42919.87	16.5621524	16.1875	16.1875
42923.01	16.562477	16.1875	16.1875
42926.12	16.5631766	16.125	16.1875
42929.25	16.5632462	16.1875	16.1875
42932.46	16.5631729	16.1875	16.1875
42935.56	16.5639096	16.1875	16.1875
42938.67	16.5643345	16.1875	16.1875
42941.79	16.5646774	16.1875	16.1875
42944.93	16.5646108	16.1875	16.1875
42948.05	16.5649491	16.1875	16.1875
42951.16	16.5658146	16.1875	16.1875
42954.3	16.5654635	16.1875	16.1875
42957.39	16.5656729	16.1875	16.1875
42960.53	16.5659663	16.1875	16.1875
42963.63	16.5661337	16.1875	16.1875
42966.75	16.5669703	16.1875	16.1875
42969.89	16.5671596	16.1875	16.1875
42973.01	16.5669265	16.1875	16.1875
42976.13	16.5677987	16.1875	16.1875
42979.25	16.5676948	16.1875	16.1875
42982.36	16.5681545	16.1875	16.1875
42985.47	16.5686178	16.1875	16.1875
42988.61	16.5688129	16.1875	16.1875
42991.72	16.5688998	16.1875	16.1875
42994.85	16.5692347	16.1875	16.1875
42997.97	16.569875	16.1875	16.1875
43001.08	16.5695753	16.1875	16.1875
43004.21	16.5702479	16.1875	16.1875
43007.32	16.5701021	16.1875	16.1875
43010.45	16.5709918	16.1875	16.1875
43013.56	16.5713684	16.1875	16.1875
43016.69	16.5711377	16.1875	16.1875
43019.8	16.5713446	16.1875	16.1875
43022.93	16.5718397	16.1875	16.1875
43026.07	16.5716187	16.1875	16.1875
43029.15	16.572317	16.1875	16.1875
43032.27	16.5731819	16.1875	16.125
43035.41	16.5730132	16.1875	16.1875
43038.51	16.5734419	16.1875	16.1875
43041.65	16.5735596	16.1875	16.1875
43044.77	16.5739471	16.1875	16.1875
43047.85	16.5735602	16.1875	16.1875
43051.01	16.5740607	16.1875	16.1875
43054.14	16.5742474	16.1875	16.1875
43057.25	16.5749519	16.1875	16.1875
43060.37	16.5752325	16.1875	16.1875
43063.47	16.5758587	16.1875	16.1875
43066.63	16.5758252	16.1875	16.1875
43069.73	16.5762249	16.1875	16.1875
43072.88	16.5762158	16.1875	16.1875
43075.93	16.5765557	16.1875	16.1875
43079.09	16.5767139	16.1875	16.1875
43082.27	16.5771636	16.1875	16.1875
43085.41	16.5775635	16.1875	16.1875
43088.52	16.5775469	16.1875	16.1875
43091.65	16.5785406	16.1875	16.1875
43094.77	16.5780015	16.1875	16.1875
43097.88	16.578673	16.1875	16.1875
43101.09	16.578897	16.1875	16.1875
43104.19	16.5791856	16.1875	16.1875
43107.33	16.5794498	16.1875	16.1875
43110.45	16.5798851	16.1875	16.1875
43113.51	16.5798166	16.1875	16.1875
43116.76	16.5802598	16.1875	16.1875
43119.89	16.580535	16.1875	16.1875
43123.0	16.5807541	16.1875	16.1875
43126.12	16.580977	16.1875	16.1875
43129.25	16.5812584	16.1875	16.1875
43132.36	16.5821756	16.1875	16.1875
43135.55	16.5820629	16.1875	16.1875
43138.65	16.5819925	16.1875	16.1875
43141.8	16.5825701	16.1875	16.1875
43144.93	16.5826315	16.1875	16.1875
43148.05	16.5830546	16.1875	16.1875
43151.16	16.582968	16.1875	16.1875
43154.31	16.5833444	16.1875	16.1875
43157.4	16.583367	16.1875	16.1875
43160.51	16.5841299	16.1875	16.1875
43163.66	16.5839676	16.1875	16.1875
43166.74	16.5845638	16.1875	16.1875
43169.88	16.5849429	16.1875	16.1875
43172.99	16.5851231	16.1875	16.1875
43176.12	16.5850991	16.1875	16.1875
43179.19	16.5853525	16.1875	16.1875
43182.27	16.585878	16.1875	16.1875
43185.39	16.5863791	16.1875	16.1875
43188.53	16.586165	16.1875	16.1875
43191.64	16.587062	16.1875	16.1875
43194.77	16.5871291	16.1875	16.1875
43197.87	16.5875423	16.1875	16.1875
43201.01	16.5880531	16.1875	16.1875
