Measuring Time [h]	Discharge Runtime [h]	Voltage [V]	Current [A]	Capacity [Ah]
1.511	1.483	4.95	0.8	1.192
1.512	1.483	4.96	0.8	1.193
1.512	1.483	4.96	0.8	1.193
1.512	1.483	4.96	0.8	1.193
1.512	1.483	4.95	0.8	1.193
1.513	1.483	4.96	0.8	1.194
1.513	1.483	4.95	0.8	1.194
1.513	1.483	4.94	0.8	1.194
1.514	1.483	4.95	0.8	1.194
1.514	1.483	4.95	0.8	1.194
1.514	1.483	4.95	0.8	1.195
1.514	1.483	4.96	0.8	1.195
1.515	1.483	4.96	0.8	1.195
1.515	1.483	4.95	0.8	1.195
1.515	1.483	4.95	0.8	1.196
1.516	1.483	4.95	0.8	1.196
1.516	1.483	4.96	0.8	1.196
1.516	1.483	4.95	0.8	1.196
1.516	1.483	4.95	0.8	1.196
1.517	1.483	4.95	0.8	1.197
1.517	1.483	4.96	0.8	1.197
1.517	1.483	4.96	0.8	1.197
1.518	1.483	4.97	0.8	1.197
1.518	1.483	4.96	0.8	1.198
1.518	1.483	4.95	0.8	1.198
1.518	1.483	4.95	0.8	1.198
1.519	1.483	4.96	0.8	1.198
1.519	1.483	4.95	0.8	1.198
1.519	1.483	4.96	0.8	1.199
1.519	1.483	4.96	0.8	1.199
1.52	1.483	4.95	0.8	1.199
1.52	1.483	4.95	0.8	1.199
1.52	1.483	4.95	0.8	1.2
1.521	1.483	4.95	0.8	1.2
1.521	1.5	4.96	0.8	1.2
1.521	1.5	4.96	0.8	1.2
1.521	1.5	4.94	0.8	1.2
1.522	1.5	4.95	0.8	1.201
1.522	1.5	4.94	0.8	1.201
1.522	1.5	4.95	0.8	1.201
1.523	1.5	4.94	0.8	1.201
1.523	1.5	4.94	0.8	1.202
1.523	1.5	4.93	0.8	1.202
1.523	1.5	4.95	0.8	1.202
1.524	1.5	4.94	0.8	1.202
1.524	1.5	4.94	0.8	1.202
1.524	1.5	4.95	0.8	1.203
1.525	1.5	4.96	0.8	1.203
1.525	1.5	4.96	0.8	1.203
1.525	1.5	4.94	0.8	1.203
1.525	1.5	4.93	0.8	1.204
1.526	1.5	4.95	0.8	1.204
1.526	1.5	4.95	0.8	1.204
1.526	1.5	4.94	0.8	1.204
1.526	1.5	4.95	0.8	1.204
1.527	1.5	4.95	0.8	1.205
1.527	1.5	4.95	0.8	1.205
1.527	1.5	4.95	0.8	1.205
1.528	1.5	4.94	0.8	1.205
1.528	1.5	4.95	0.8	1.206
1.528	1.5	4.95	0.8	1.206
1.528	1.5	4.94	0.8	1.206
1.529	1.5	4.95	0.8	1.206
1.529	1.5	4.95	0.8	1.206
1.529	1.5	4.94	0.8	1.207
1.53	1.5	4.95	0.8	1.207
1.53	1.5	4.95	0.8	1.207
1.53	1.5	4.95	0.8	1.207
1.53	1.5	4.95	0.8	1.208
1.531	1.5	4.94	0.8	1.208
1.531	1.5	4.95	0.8	1.208
1.531	1.5	4.95	0.8	1.208
1.531	1.5	4.96	0.8	1.208
1.532	1.5	4.96	0.8	1.209
1.532	1.5	4.95	0.8	1.209
1.532	1.5	4.94	0.8	1.209
1.533	1.5	4.95	0.8	1.209
1.533	1.5	4.95	0.8	1.21
1.533	1.5	4.96	0.8	1.21
1.533	1.5	4.95	0.8	1.21
1.534	1.5	4.94	0.8	1.21
1.534	1.5	4.94	0.8	1.21
1.534	1.5	4.97	0.8	1.211
1.535	1.5	4.93	0.8	1.211
1.535	1.5	4.93	0.8	1.211
1.535	1.5	4.95	0.8	1.211
1.535	1.5	4.94	0.8	1.212
1.536	1.5	4.95	0.8	1.212
1.536	1.5	4.96	0.8	1.212
1.536	1.5	4.95	0.8	1.212
1.536	1.5	4.95	0.8	1.212
1.537	1.5	4.96	0.8	1.213
1.537	1.5	4.95	0.8	1.213
1.537	1.5	4.95	0.8	1.213
1.538	1.517	4.95	0.8	1.213
1.538	1.517	4.94	0.8	1.214
1.538	1.517	4.95	0.8	1.214
1.538	1.517	4.95	0.8	1.214
1.539	1.517	4.95	0.8	1.214
1.539	1.517	4.95	0.8	1.214
1.539	1.517	4.95	0.8	1.215
1.54	1.517	4.95	0.8	1.215
1.54	1.517	4.93	0.8	1.215
1.54	1.517	4.94	0.8	1.215
1.54	1.517	4.95	0.8	1.216
1.541	1.517	4.94	0.8	1.216
1.541	1.517	4.94	0.8	1.216
1.541	1.517	4.96	0.8	1.216
1.542	1.517	4.95	0.8	1.216
1.542	1.517	4.95	0.8	1.217
1.542	1.517	4.95	0.8	1.217
1.542	1.517	4.94	0.8	1.217
1.543	1.517	4.95	0.8	1.217
1.543	1.517	4.94	0.8	1.218
1.543	1.517	4.94	0.8	1.218
1.544	1.517	4.94	0.8	1.218
1.544	1.517	4.94	0.8	1.218
1.544	1.517	4.95	0.8	1.218
1.544	1.517	4.95	0.8	1.219
1.545	1.517	4.95	0.8	1.219
1.545	1.517	4.94	0.8	1.219
1.545	1.517	4.94	0.8	1.219
1.546	1.517	4.94	0.8	1.22
1.546	1.517	4.94	0.8	1.22
1.546	1.517	4.95	0.8	1.22
1.546	1.517	4.95	0.8	1.22
1.547	1.517	4.95	0.8	1.22
1.547	1.517	4.94	0.8	1.221
1.547	1.517	4.95	0.8	1.221
1.548	1.517	4.95	0.8	1.221
1.548	1.517	4.95	0.8	1.221
1.548	1.517	4.95	0.8	1.222
1.548	1.517	4.94	0.8	1.222
1.549	1.517	4.95	0.8	1.222
1.549	1.517	4.94	0.8	1.222
1.549	1.517	4.93	0.8	1.222
1.549	1.517	4.93	0.8	1.223
1.55	1.517	4.95	0.8	1.223
1.55	1.517	4.95	0.8	1.223
1.55	1.517	4.93	0.8	1.223
1.551	1.517	4.93	0.8	1.224
1.551	1.517	4.93	0.8	1.224
1.551	1.517	4.95	0.8	1.224
1.551	1.517	4.95	0.8	1.224
1.552	1.517	4.95	0.8	1.224
1.552	1.517	4.96	0.8	1.225
1.552	1.517	4.94	0.8	1.225
1.553	1.517	4.94	0.8	1.225
1.553	1.517	4.94	0.8	1.225
1.553	1.517	4.94	0.8	1.226
1.553	1.517	4.94	0.8	1.226
1.554	1.517	4.94	0.8	1.226
1.554	1.517	4.94	0.8	1.226
1.554	1.517	4.94	0.8	1.226
1.554	1.533	4.95	0.8	1.227
1.555	1.533	4.95	0.8	1.227
1.555	1.533	4.94	0.8	1.227
1.555	1.533	4.94	0.8	1.227
1.556	1.533	4.94	0.8	1.228
1.556	1.533	4.94	0.8	1.228
1.556	1.533	4.93	0.8	1.228
1.556	1.533	4.93	0.8	1.228
1.557	1.533	4.94	0.8	1.228
1.557	1.533	4.94	0.8	1.229
1.557	1.533	4.94	0.8	1.229
1.558	1.533	4.94	0.8	1.229
1.558	1.533	4.94	0.8	1.229
1.558	1.533	4.95	0.8	1.23
1.558	1.533	4.93	0.8	1.23
1.559	1.533	4.94	0.8	1.23
1.559	1.533	4.95	0.8	1.23
1.559	1.533	4.94	0.8	1.23
1.559	1.533	4.95	0.8	1.231
1.56	1.533	4.94	0.8	1.231
1.56	1.533	4.93	0.8	1.231
1.56	1.533	4.95	0.8	1.231
1.561	1.533	4.94	0.8	1.232
1.561	1.533	4.94	0.8	1.232
1.561	1.533	4.94	0.8	1.232
1.561	1.533	4.93	0.8	1.232
1.562	1.533	4.94	0.8	1.232
1.562	1.533	4.95	0.8	1.233
1.562	1.533	4.95	0.8	1.233
1.563	1.533	4.95	0.8	1.233
1.563	1.533	4.94	0.8	1.233
1.563	1.533	4.95	0.8	1.234
1.563	1.533	4.94	0.8	1.234
1.564	1.533	4.94	0.8	1.234
1.564	1.533	4.94	0.8	1.234
1.564	1.533	4.93	0.8	1.234
1.565	1.533	4.93	0.8	1.235
1.565	1.533	4.94	0.8	1.235
1.565	1.533	4.94	0.8	1.235
1.565	1.533	4.95	0.8	1.235
1.566	1.533	4.94	0.8	1.236
1.566	1.533	4.95	0.8	1.236
1.566	1.533	4.94	0.8	1.236
1.567	1.533	4.95	0.8	1.236
1.567	1.533	4.94	0.8	1.236
1.567	1.533	4.94	0.8	1.237
1.567	1.533	4.95	0.8	1.237
1.568	1.533	4.95	0.8	1.237
1.568	1.533	4.95	0.8	1.237
1.568	1.533	4.95	0.8	1.238
1.568	1.533	4.93	0.8	1.238
1.569	1.533	4.95	0.8	1.238
1.569	1.533	4.95	0.8	1.238
1.569	1.533	4.93	0.8	1.238
1.57	1.533	4.94	0.8	1.239
1.57	1.533	4.94	0.8	1.239
1.57	1.533	4.93	0.8	1.239
1.57	1.533	4.95	0.8	1.239
1.571	1.533	4.94	0.8	1.24
1.571	1.533	4.95	0.8	1.24
1.571	1.55	4.94	0.8	1.24
1.572	1.55	4.94	0.8	1.24
1.572	1.55	4.95	0.8	1.24
1.572	1.55	4.93	0.8	1.241
1.572	1.55	4.93	0.8	1.241
1.573	1.55	4.95	0.8	1.241
1.573	1.55	4.95	0.8	1.241
1.573	1.55	4.93	0.8	1.242
1.574	1.55	4.94	0.8	1.242
1.574	1.55	4.94	0.8	1.242
1.574	1.55	4.94	0.8	1.242
1.574	1.55	4.94	0.8	1.242
1.575	1.55	4.94	0.8	1.243
1.575	1.55	4.95	0.8	1.243
1.575	1.55	4.93	0.8	1.243
1.576	1.55	4.94	0.8	1.243
1.576	1.55	4.93	0.8	1.244
1.576	1.55	4.94	0.8	1.244
1.576	1.55	4.94	0.8	1.244
1.577	1.55	4.93	0.8	1.244
1.577	1.55	4.94	0.8	1.244
1.577	1.55	4.94	0.8	1.245
1.577	1.55	4.95	0.8	1.245
1.578	1.55	4.94	0.8	1.245
1.578	1.55	4.92	0.8	1.245
1.578	1.55	4.93	0.8	1.246
1.579	1.55	4.93	0.8	1.246
1.579	1.55	4.93	0.8	1.246
1.579	1.55	4.93	0.8	1.246
1.579	1.55	4.93	0.8	1.246
1.58	1.55	4.95	0.8	1.247
1.58	1.55	4.95	0.8	1.247
1.58	1.55	4.93	0.8	1.247
1.581	1.55	4.94	0.8	1.247
1.581	1.55	4.94	0.8	1.248
1.581	1.55	4.93	0.8	1.248
1.581	1.55	4.94	0.8	1.248
1.582	1.55	4.94	0.8	1.248
1.582	1.55	4.95	0.8	1.248
1.582	1.55	4.95	0.8	1.249
1.582	1.55	4.95	0.8	1.249
1.583	1.55	4.94	0.8	1.249
1.583	1.55	4.94	0.8	1.249
1.583	1.55	4.93	0.8	1.25
1.584	1.55	4.94	0.8	1.25
1.584	1.55	4.94	0.8	1.25
1.584	1.55	4.94	0.8	1.25
1.584	1.55	4.95	0.8	1.25
1.585	1.55	4.95	0.8	1.251
1.585	1.55	4.94	0.8	1.251
1.585	1.55	4.95	0.8	1.251
1.586	1.55	4.94	0.8	1.251
1.586	1.55	4.94	0.8	1.252
1.586	1.55	4.94	0.8	1.252
1.586	1.55	4.93	0.8	1.252
1.587	1.55	4.94	0.8	1.252
1.587	1.55	4.94	0.8	1.252
1.587	1.55	4.93	0.8	1.253
1.587	1.55	4.93	0.8	1.253
1.588	1.55	4.94	0.8	1.253
1.588	1.567	4.93	0.8	1.253
1.588	1.567	4.95	0.8	1.254
1.589	1.567	4.94	0.8	1.254
1.589	1.567	4.93	0.8	1.254
1.589	1.567	4.94	0.8	1.254
1.589	1.567	4.95	0.8	1.254
1.59	1.567	4.94	0.8	1.255
1.59	1.567	4.94	0.8	1.255
1.59	1.567	4.93	0.8	1.255
1.591	1.567	4.93	0.8	1.255
1.591	1.567	4.94	0.8	1.256
1.591	1.567	4.94	0.8	1.256
1.591	1.567	4.94	0.8	1.256
1.592	1.567	4.94	0.8	1.256
1.592	1.567	4.94	0.8	1.256
1.592	1.567	4.93	0.8	1.257
1.593	1.567	4.93	0.8	1.257
1.593	1.567	4.93	0.8	1.257
1.593	1.567	4.94	0.8	1.257
1.593	1.567	4.94	0.8	1.258
1.594	1.567	4.94	0.8	1.258
1.594	1.567	4.94	0.8	1.258
1.594	1.567	4.93	0.8	1.258
1.595	1.567	4.94	0.8	1.258
1.595	1.567	4.93	0.8	1.259
1.595	1.567	4.93	0.8	1.259
1.595	1.567	4.94	0.8	1.259
1.596	1.567	4.93	0.8	1.259
1.596	1.567	4.93	0.8	1.26
1.596	1.567	4.93	0.8	1.26
1.596	1.567	4.93	0.8	1.26
1.597	1.567	4.93	0.8	1.26
1.597	1.567	4.93	0.8	1.26
1.597	1.567	4.94	0.8	1.261
1.598	1.567	4.94	0.8	1.261
1.598	1.567	4.95	0.8	1.261
1.598	1.567	4.93	0.8	1.261
1.598	1.567	4.94	0.8	1.262
1.599	1.567	4.94	0.8	1.262
1.599	1.567	4.93	0.8	1.262
1.599	1.567	4.94	0.8	1.262
1.6	1.567	4.93	0.8	1.262
1.6	1.567	4.93	0.8	1.263
1.6	1.567	4.94	0.8	1.263
1.6	1.567	4.93	0.8	1.263
1.601	1.567	4.93	0.8	1.263
1.601	1.567	4.94	0.8	1.264
1.601	1.567	4.93	0.8	1.264
1.602	1.567	4.93	0.8	1.264
1.602	1.567	4.93	0.8	1.264
1.602	1.567	4.93	0.8	1.264
1.602	1.567	4.93	0.8	1.265
1.603	1.567	4.93	0.8	1.265
1.603	1.567	4.94	0.8	1.265
1.603	1.567	4.94	0.8	1.265
1.604	1.567	4.94	0.8	1.266
1.604	1.567	4.93	0.8	1.266
1.604	1.567	4.93	0.8	1.266
1.604	1.567	4.92	0.8	1.266
1.605	1.567	4.93	0.8	1.266
1.605	1.583	4.94	0.8	1.267
1.605	1.583	4.93	0.8	1.267
1.606	1.583	4.92	0.8	1.267
1.606	1.583	4.92	0.8	1.267
1.606	1.583	4.93	0.8	1.268
1.606	1.583	4.93	0.8	1.268
1.607	1.583	4.93	0.8	1.268
1.607	1.583	4.94	0.8	1.268
1.607	1.583	4.93	0.8	1.268
1.607	1.583	4.93	0.8	1.269
1.608	1.583	4.94	0.8	1.269
1.608	1.583	4.94	0.8	1.269
1.608	1.583	4.94	0.8	1.269
1.609	1.583	4.93	0.8	1.27
1.609	1.583	4.93	0.8	1.27
1.609	1.583	4.94	0.8	1.27
1.609	1.583	4.94	0.8	1.27
1.61	1.583	4.92	0.8	1.27
1.61	1.583	4.93	0.8	1.271
1.61	1.583	4.94	0.8	1.271
1.611	1.583	4.94	0.8	1.271
1.611	1.583	4.93	0.8	1.271
1.611	1.583	4.94	0.8	1.272
1.611	1.583	4.93	0.8	1.272
1.612	1.583	4.93	0.8	1.272
1.612	1.583	4.92	0.8	1.272
1.612	1.583	4.94	0.8	1.272
1.612	1.583	4.92	0.8	1.273
1.613	1.583	4.93	0.8	1.273
1.613	1.583	4.93	0.8	1.273
1.613	1.583	4.93	0.8	1.273
1.614	1.583	4.94	0.8	1.274
1.614	1.583	4.92	0.8	1.274
1.614	1.583	4.92	0.8	1.274
1.614	1.583	4.93	0.8	1.274
1.615	1.583	4.92	0.8	1.274
1.615	1.583	4.93	0.8	1.275
1.615	1.583	4.93	0.8	1.275
1.616	1.583	4.92	0.8	1.275
1.616	1.583	4.93	0.8	1.275
1.616	1.583	4.94	0.8	1.276
1.616	1.583	4.93	0.8	1.276
1.617	1.583	4.93	0.8	1.276
1.617	1.583	4.92	0.8	1.276
1.617	1.583	4.92	0.8	1.276
1.617	1.583	4.93	0.8	1.277
1.618	1.583	4.92	0.8	1.277
1.618	1.583	4.94	0.8	1.277
1.618	1.583	4.93	0.8	1.277
1.619	1.583	4.93	0.8	1.278
1.619	1.583	4.92	0.8	1.278
1.619	1.583	4.92	0.8	1.278
1.619	1.583	4.93	0.8	1.278
1.62	1.583	4.93	0.8	1.278
1.62	1.583	4.93	0.8	1.279
1.62	1.583	4.92	0.8	1.279
1.621	1.583	4.93	0.8	1.279
1.621	1.583	4.92	0.8	1.279
1.621	1.583	4.92	0.8	1.28
1.621	1.583	4.93	0.8	1.28
1.622	1.6	4.92	0.8	1.28
1.622	1.6	4.91	0.8	1.28
1.622	1.6	4.93	0.8	1.28
1.623	1.6	4.93	0.8	1.281
1.623	1.6	4.93	0.8	1.281
1.623	1.6	4.93	0.8	1.281
1.623	1.6	4.92	0.8	1.281
1.624	1.6	4.93	0.8	1.282
1.624	1.6	4.93	0.8	1.282
1.624	1.6	4.93	0.8	1.282
1.625	1.6	4.93	0.8	1.282
1.625	1.6	4.95	0.8	1.282
1.625	1.6	4.92	0.8	1.283
1.625	1.6	4.93	0.8	1.283
1.626	1.6	4.92	0.8	1.283
1.626	1.6	4.92	0.8	1.283
1.626	1.6	4.93	0.8	1.284
1.626	1.6	4.92	0.8	1.284
1.627	1.6	4.92	0.8	1.284
1.627	1.6	4.92	0.8	1.284
1.627	1.6	4.93	0.8	1.284
1.628	1.6	4.92	0.8	1.285
1.628	1.6	4.93	0.8	1.285
1.628	1.6	4.93	0.8	1.285
1.628	1.6	4.93	0.8	1.285
1.629	1.6	4.92	0.8	1.286
1.629	1.6	4.92	0.8	1.286
1.629	1.6	4.94	0.8	1.286
1.63	1.6	4.93	0.8	1.286
1.63	1.6	4.92	0.8	1.286
1.63	1.6	4.94	0.8	1.287
1.63	1.6	4.93	0.8	1.287
1.631	1.6	4.92	0.8	1.287
1.631	1.6	4.92	0.8	1.287
1.631	1.6	4.93	0.8	1.288
1.632	1.6	4.93	0.8	1.288
1.632	1.6	4.93	0.8	1.288
1.632	1.6	4.92	0.8	1.288
1.632	1.6	4.93	0.8	1.288
1.633	1.6	4.92	0.8	1.289
1.633	1.6	4.92	0.8	1.289
1.633	1.6	4.93	0.8	1.289
1.634	1.6	4.94	0.8	1.289
1.634	1.6	4.93	0.8	1.29
1.634	1.6	4.94	0.8	1.29
1.634	1.6	4.94	0.8	1.29
1.635	1.6	4.92	0.8	1.29
1.635	1.6	4.92	0.8	1.29
1.635	1.6	4.92	0.8	1.291
1.635	1.6	4.91	0.8	1.291
1.636	1.6	4.92	0.8	1.291
1.636	1.6	4.93	0.8	1.291
1.636	1.6	4.92	0.8	1.292
1.637	1.6	4.93	0.8	1.292
1.637	1.6	4.93	0.8	1.292
1.637	1.6	4.93	0.8	1.292
1.637	1.6	4.93	0.8	1.292
1.638	1.6	4.93	0.8	1.293
1.638	1.6	4.93	0.8	1.293
1.638	1.6	4.94	0.8	1.293
1.639	1.617	4.93	0.8	1.293
1.639	1.617	4.93	0.8	1.294
1.639	1.617	4.93	0.8	1.294
1.639	1.617	4.92	0.8	1.294
1.64	1.617	4.91	0.8	1.294
1.64	1.617	4.92	0.8	1.294
1.64	1.617	4.93	0.8	1.295
1.641	1.617	4.93	0.8	1.295
1.641	1.617	4.92	0.8	1.295
1.641	1.617	4.92	0.8	1.295
1.641	1.617	4.92	0.8	1.296
1.642	1.617	4.93	0.8	1.296
1.642	1.617	4.92	0.8	1.296
1.642	1.617	4.92	0.8	1.296
1.642	1.617	4.91	0.8	1.296
1.643	1.617	4.93	0.8	1.297
1.643	1.617	4.91	0.8	1.297
1.643	1.617	4.91	0.8	1.297
1.644	1.617	4.91	0.8	1.297
1.644	1.617	4.92	0.8	1.298
1.644	1.617	4.92	0.8	1.298
1.644	1.617	4.93	0.8	1.298
1.645	1.617	4.93	0.8	1.298
1.645	1.617	4.92	0.8	1.298
1.645	1.617	4.92	0.8	1.299
1.646	1.617	4.92	0.8	1.299
1.646	1.617	4.92	0.8	1.299
1.646	1.617	4.91	0.8	1.299
1.646	1.617	4.92	0.8	1.3
1.647	1.617	4.94	0.8	1.3
1.647	1.617	4.92	0.8	1.3
1.647	1.617	4.92	0.8	1.3
1.647	1.617	4.91	0.8	1.3
1.648	1.617	4.91	0.8	1.301
1.648	1.617	4.92	0.8	1.301
1.648	1.617	4.93	0.8	1.301
1.649	1.617	4.93	0.8	1.301
1.649	1.617	4.92	0.8	1.302
1.649	1.617	4.93	0.8	1.302
1.649	1.617	4.93	0.8	1.302
1.65	1.617	4.92	0.8	1.302
1.65	1.617	4.93	0.8	1.302
1.65	1.617	4.92	0.8	1.303
1.651	1.617	4.92	0.8	1.303
1.651	1.617	4.93	0.8	1.303
1.651	1.617	4.92	0.8	1.303
1.651	1.617	4.92	0.8	1.304
1.652	1.617	4.92	0.8	1.304
1.652	1.617	4.92	0.8	1.304
1.652	1.617	4.92	0.8	1.304
1.653	1.617	4.91	0.8	1.304
1.653	1.617	4.91	0.8	1.305
1.653	1.617	4.94	0.8	1.305
1.653	1.617	4.92	0.8	1.305
1.654	1.617	4.91	0.8	1.305
1.654	1.617	4.92	0.8	1.306
1.654	1.617	4.92	0.8	1.306
1.654	1.617	4.93	0.8	1.306
1.655	1.617	4.91	0.8	1.306
1.655	1.617	4.92	0.8	1.306
1.655	1.633	4.92	0.8	1.307
1.656	1.633	4.91	0.8	1.307
1.656	1.633	4.92	0.8	1.307
1.656	1.633	4.92	0.8	1.307
1.656	1.633	4.92	0.8	1.308
1.657	1.633	4.92	0.8	1.308
1.657	1.633	4.92	0.8	1.308
1.657	1.633	4.93	0.8	1.308
1.658	1.633	4.92	0.8	1.308
1.658	1.633	4.92	0.8	1.309
1.658	1.633	4.91	0.8	1.309
1.658	1.633	4.93	0.8	1.309
1.659	1.633	4.92	0.8	1.309
1.659	1.633	4.92	0.8	1.31
1.659	1.633	4.92	0.8	1.31
1.66	1.633	4.92	0.8	1.31
1.66	1.633	4.91	0.8	1.31
1.66	1.633	4.93	0.8	1.31
1.66	1.633	4.93	0.8	1.311
1.661	1.633	4.92	0.8	1.311
1.661	1.633	4.92	0.8	1.311
1.661	1.633	4.92	0.8	1.311
1.662	1.633	4.93	0.8	1.312
1.662	1.633	4.93	0.8	1.312
1.662	1.633	4.91	0.8	1.312
1.662	1.633	4.91	0.8	1.312
1.663	1.633	4.91	0.8	1.312
1.663	1.633	4.91	0.8	1.313
1.663	1.633	4.92	0.8	1.313
1.663	1.633	4.93	0.8	1.313
1.664	1.633	4.92	0.8	1.313
1.664	1.633	4.92	0.8	1.314
1.664	1.633	4.91	0.8	1.314
1.665	1.633	4.93	0.8	1.314
1.665	1.633	4.93	0.8	1.314
1.665	1.633	4.93	0.8	1.314
1.665	1.633	4.92	0.8	1.315
1.666	1.633	4.92	0.8	1.315
1.666	1.633	4.92	0.8	1.315
1.666	1.633	4.93	0.8	1.315
1.667	1.633	4.92	0.8	1.316
1.667	1.633	4.92	0.8	1.316
1.667	1.633	4.92	0.8	1.316
1.667	1.633	4.92	0.8	1.316
1.668	1.633	4.92	0.8	1.316
1.668	1.633	4.91	0.8	1.317
1.668	1.633	4.91	0.8	1.317
1.669	1.633	4.93	0.8	1.317
1.669	1.633	4.91	0.8	1.317
1.669	1.633	4.92	0.8	1.318
1.669	1.633	4.91	0.8	1.318
1.67	1.633	4.92	0.8	1.318
1.67	1.633	4.92	0.8	1.318
1.67	1.633	4.92	0.8	1.318
1.67	1.633	4.92	0.8	1.319
1.671	1.633	4.92	0.8	1.319
1.671	1.633	4.93	0.8	1.319
1.671	1.633	4.91	0.8	1.319
1.672	1.633	4.91	0.8	1.32
1.672	1.633	4.91	0.8	1.32
1.672	1.65	4.92	0.8	1.32
1.672	1.65	4.91	0.8	1.32
1.673	1.65	4.92	0.8	1.32
1.673	1.65	4.92	0.8	1.321
1.673	1.65	4.92	0.8	1.321
1.674	1.65	4.92	0.8	1.321
1.674	1.65	4.91	0.8	1.321
1.674	1.65	4.91	0.8	1.322
1.674	1.65	4.92	0.8	1.322
1.675	1.65	4.91	0.8	1.322
1.675	1.65	4.91	0.8	1.322
1.675	1.65	4.93	0.8	1.322
1.675	1.65	4.91	0.8	1.323
1.676	1.65	4.92	0.8	1.323
1.676	1.65	4.91	0.8	1.323
1.676	1.65	4.92	0.8	1.323
1.677	1.65	4.91	0.8	1.324
1.677	1.65	4.91	0.8	1.324
1.677	1.65	4.92	0.8	1.324
1.677	1.65	4.92	0.8	1.324
1.678	1.65	4.91	0.8	1.324
1.678	1.65	4.92	0.8	1.325
1.678	1.65	4.92	0.8	1.325
1.679	1.65	4.91	0.8	1.325
1.679	1.65	4.91	0.8	1.325
1.679	1.65	4.92	0.8	1.326
1.679	1.65	4.92	0.8	1.326
1.68	1.65	4.92	0.8	1.326
1.68	1.65	4.92	0.8	1.326
1.68	1.65	4.92	0.8	1.326
1.681	1.65	4.92	0.8	1.327
1.681	1.65	4.91	0.8	1.327
1.681	1.65	4.91	0.8	1.327
1.681	1.65	4.91	0.8	1.327
1.682	1.65	4.92	0.8	1.328
1.682	1.65	4.91	0.8	1.328
1.682	1.65	4.92	0.8	1.328
1.682	1.65	4.91	0.8	1.328
1.683	1.65	4.92	0.8	1.328
1.683	1.65	4.92	0.8	1.329
1.683	1.65	4.92	0.8	1.329
1.684	1.65	4.92	0.8	1.329
1.684	1.65	4.91	0.8	1.329
1.684	1.65	4.92	0.8	1.33
1.684	1.65	4.91	0.8	1.33
1.685	1.65	4.91	0.8	1.33
1.685	1.65	4.91	0.8	1.33
1.685	1.65	4.91	0.8	1.33
1.686	1.65	4.91	0.8	1.331
1.686	1.65	4.91	0.8	1.331
1.686	1.65	4.91	0.8	1.331
1.686	1.65	4.91	0.8	1.331
1.687	1.65	4.92	0.8	1.332
1.687	1.65	4.91	0.8	1.332
1.687	1.65	4.91	0.8	1.332
1.688	1.65	4.92	0.8	1.332
1.688	1.65	4.91	0.8	1.332
1.688	1.65	4.92	0.8	1.333
1.688	1.65	4.91	0.8	1.333
1.689	1.65	4.92	0.8	1.333
1.689	1.667	4.91	0.8	1.333
1.689	1.667	4.91	0.8	1.334
1.69	1.667	4.91	0.8	1.334
1.69	1.667	4.91	0.8	1.334
1.69	1.667	4.91	0.8	1.334
1.69	1.667	4.92	0.8	1.334
1.691	1.667	4.92	0.8	1.335
1.691	1.667	4.92	0.8	1.335
1.691	1.667	4.91	0.8	1.335
1.692	1.667	4.92	0.8	1.335
1.692	1.667	4.92	0.8	1.336
1.692	1.667	4.91	0.8	1.336
1.692	1.667	4.92	0.8	1.336
1.693	1.667	4.92	0.8	1.336
1.693	1.667	4.91	0.8	1.336
1.693	1.667	4.91	0.8	1.337
1.693	1.667	4.91	0.8	1.337
1.694	1.667	4.91	0.8	1.337
1.694	1.667	4.91	0.8	1.337
1.694	1.667	4.92	0.8	1.338
1.695	1.667	4.92	0.8	1.338
1.695	1.667	4.91	0.8	1.338
1.695	1.667	4.91	0.8	1.338
1.695	1.667	4.91	0.8	1.338
1.696	1.667	4.92	0.8	1.339
1.696	1.667	4.91	0.8	1.339
1.696	1.667	4.91	0.8	1.339
1.697	1.667	4.91	0.8	1.339
1.697	1.667	4.91	0.8	1.34
1.697	1.667	4.91	0.8	1.34
1.697	1.667	4.91	0.8	1.34
1.698	1.667	4.91	0.8	1.34
1.698	1.667	4.91	0.8	1.34
1.698	1.667	4.91	0.8	1.341
1.699	1.667	4.91	0.8	1.341
1.699	1.667	4.91	0.8	1.341
1.699	1.667	4.91	0.8	1.341
1.699	1.667	4.91	0.8	1.342
1.7	1.667	4.92	0.8	1.342
1.7	1.667	4.91	0.8	1.342
1.7	1.667	4.92	0.8	1.342
1.7	1.667	4.91	0.8	1.342
1.701	1.667	4.92	0.8	1.343
1.701	1.667	4.91	0.8	1.343
1.701	1.667	4.91	0.8	1.343
1.702	1.667	4.91	0.8	1.343
1.702	1.667	4.91	0.8	1.344
1.702	1.667	4.9	0.8	1.344
1.702	1.667	4.9	0.8	1.344
1.703	1.667	4.92	0.8	1.344
1.703	1.667	4.91	0.8	1.344
1.703	1.667	4.91	0.8	1.345
1.704	1.667	4.91	0.8	1.345
1.704	1.667	4.91	0.8	1.345
1.704	1.667	4.91	0.8	1.345
1.704	1.667	4.91	0.8	1.346
1.705	1.667	4.91	0.8	1.346
1.705	1.667	4.92	0.8	1.346
1.705	1.667	4.91	0.8	1.346
1.706	1.667	4.92	0.8	1.346
1.706	1.683	4.91	0.8	1.347
1.706	1.683	4.92	0.8	1.347
1.706	1.683	4.91	0.8	1.347
